,cip_code,total_graduates,knowledge_rate,career_outcomes_perc,total_perc_employed_overall,total_perc_employed_full_time,total_perc_employed_part_time,perc_standard_employment_overall,perc_standard_full_time,perc_standard_part_time,perc_entrepreneur_overall,perc_entrepreneur_full_time,perc_entrepreneur_part_time,perc_temp_contract_overall,perc_temp_contract_full_time,perc_temp_contract_part_time,perc_freelance_overall,perc_freelance_full_time,perc_freelance_part_time,perc_fellowship_intern_overall,perc_fellowship_intern_full_time,perc_fellowship_intern_part_time,perc_service,perc_military,perc_continuing_ed,perc_seeking_employment,perc_seeking_continuing_ed,perc_not_seeking,mean_starting_salary,year,perc_still_seeking_overall,CIPCode,CIPTitle
191,03.05,217,57.1,92.6,8.6,75.0,5.6,65.3,62.9,2.4,0.8,0.8,0.0,12.9,9.7,3.2,0.0,0.0,0.0,1.6,1.6,0.0,0.0,1.6,8.1,7.3,0.0,2.4,35679,2017,,03.05,Forestry.
192,03.06,426,62.7,74.4,64.0,55.1,9.0,48.7,4.4,8.2,0.4,0.4,0.0,1.1,9.4,0.7,0.7,0.7,0.0,4.1,4.1,0.0,1.5,0.0,7.5,22.5,2.6,1.9,29256,2017,,03.06,Wildlife and Wildlands Science and Management.
193,03.01,3431,58.1,76.6,56.1,49.2,6.9,45.4,4.1,5.3,0.5,0.5,0.0,5.4,4.2,1.3,0.6,0.4,0.2,4.2,4.0,0.2,4.1,1.0,13.9,16.5,6.4,2.1,36668,2017,,03.01,Natural Resources Conservation and Research.
194,04.02,167,64.3,86.1,59.5,56.6,2.9,5.3,48.6,1.8,0.7,0.7,0.0,1.7,1.1,0.6,0.5,0.3,0.2,6.3,6.0,0.4,0.1,0.5,24.6,13.0,0.6,1.8,4645,2017,,04.02,Architecture.
195,04.03,413,56.2,77.1,61.2,56.5,4.7,55.6,52.2,3.4,1.7,1.3,0.4,1.7,1.3,0.4,0.0,0.0,0.0,2.2,1.7,0.4,1.3,0.9,13.4,17.2,5.6,0.4,4544,2017,,04.03,"City/Urban, Community and Regional Planning."
196,04.04,8,4.0,84.4,75.0,71.9,3.1,75.0,71.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,15.6,0.0,0.0,43159,2017,,04.04,Environmental Design.
197,04.05,49,57.1,89.3,85.7,75.0,1.7,75.0,67.9,7.1,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,3.6,3.6,0.0,0.0,3.6,1.7,0.0,0.0,42273,2017,,04.05,Interior Architecture.
198,04.06,265,56.6,91.2,74.7,71.3,3.3,64.7,62.7,2.0,2.0,1.3,0.7,4.7,4.0,0.7,0.0,0.0,0.0,3.3,3.3,0.0,1.3,0.7,13.3,7.3,1.3,1.3,42933,2017,,04.06,Landscape Architecture.
199,05.01,1343,61.5,81.2,57.9,51.2,6.7,46.2,41.2,5.1,1.0,1.0,0.0,3.8,2.7,1.1,0.8,0.5,0.4,6.1,5.9,0.1,2.2,1.7,17.6,13.4,5.0,2.3,43955,2017,,05.01,Area Studies.
200,05.02,176,59.2,76.37,53.76,44.43,9.42,44.58,38.62,5.97,0.78,0.63,0.16,3.77,1.57,2.2,0.63,0.31,0.31,4.8,3.3,0.78,3.14,0.0,17.58,14.44,8.63,2.5,38295,2017,,05.02,"Ethnic, Cultural Minority, Gender, and Group Studies."
201,09.01,14111,62.8,84.9,74.3,64.3,1.0,65.3,58.7,6.6,1.1,0.8,0.3,2.7,1.7,1.0,1.9,0.6,1.2,3.3,2.5,0.8,0.8,0.3,8.3,13.0,1.9,1.4,39623,2017,,09.01,Communication and Media Studies.
202,09.04,373,66.7,85.3,75.1,65.6,9.6,63.5,57.2,6.4,1.1,1.1,0.0,3.3,2.1,1.2,2.6,1.5,1.1,4.6,3.7,0.9,0.8,0.3,8.3,13.0,1.6,0.9,36991,2017,,09.04,Journalism.
203,09.07,1336,68.8,87.1,83.4,72.7,1.9,67.4,6.4,7.0,2.4,2.3,0.1,3.2,2.3,0.9,4.8,2.4,2.4,5.9,5.3,0.5,0.5,0.3,2.6,9.8,3.0,0.3,37949,2017,,09.07,"Radio, Television, and Digital Communication."
204,09.09,5851,73.8,85.9,77.6,7.6,7.0,67.4,63.0,4.3,1.8,1.7,0.1,3.0,1.8,1.2,0.9,0.7,0.3,4.5,3.4,1.0,0.5,0.3,6.6,12.8,1.2,1.0,38824,2017,,09.09,"Public Relations, Advertising, and Applied Communication."
205,10.02,147,79.6,89.5,81.2,61.5,19.7,54.7,44.4,1.3,1.7,1.7,0.0,7.7,3.4,4.3,13.7,1.3,3.4,3.4,1.7,1.7,0.0,0.0,6.0,8.5,1.7,2.6,3618,2017,,10.02,Audiovisual Communications Technologies/Technicians.
206,10.03,232,78.0,83.5,77.3,68.5,8.8,64.6,6.2,4.4,3.9,3.3,0.6,3.3,1.7,1.7,2.8,1.7,1.1,2.8,1.7,1.1,0.0,0.0,3.9,15.5,0.6,2.8,36291,2017,,10.03,Graphic Communications.
207,11.01,3391,69.7,86.5,77.5,73.9,3.6,73.0,7.6,2.5,1.0,0.8,0.1,1.9,1.4,0.5,0.4,0.2,0.2,1.2,0.8,0.3,0.3,0.9,6.3,11.3,1.9,1.9,59674,2017,,11.01,"Computer and Information Sciences, General."
208,11.04,463,71.3,83.8,73.9,73.1,0.7,7.9,7.1,0.7,1.1,1.1,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.4,0.7,7.8,14.2,1.9,1.1,6151,2017,,11.04,Information Science/Studies.
209,11.05,361,53.7,88.9,8.9,61.3,19.6,68.0,57.7,1.3,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.3,2.1,9.3,0.0,0.5,5.2,1.8,0.0,2.6,5791,2017,,11.05,Computer Systems Analysis.
210,11.07,8648,68.6,87.1,76.4,74.3,2.2,72.2,7.8,1.4,1.0,1.0,0.0,1.5,1.2,0.3,0.5,0.2,0.4,1.3,1.1,0.2,0.1,0.4,9.0,1.8,1.9,1.4,7883,2017,,11.07,Computer Science.
211,11.08,412,59.2,8.1,67.2,55.3,11.9,53.7,46.3,7.4,4.5,3.7,0.8,4.9,2.9,2.0,1.2,0.4,0.8,2.9,2.0,0.8,0.0,0.4,8.2,16.0,2.9,5.3,58696,2017,,11.08,Computer Software and Media Applications.
212,11.09,98,78.6,92.2,92.2,84.4,7.8,83.1,76.6,6.5,1.3,1.3,0.0,3.9,2.6,1.3,0.0,0.0,0.0,3.9,3.9,0.0,0.0,0.0,0.0,7.8,0.0,0.0,47792,2017,,11.09,Computer Systems Networking and Telecommunications.
213,11.10,729,71.5,85.2,73.1,69.3,3.8,66.6,63.3,3.3,1.7,1.7,0.0,2.9,2.3,0.6,0.2,0.2,0.0,1.7,1.7,0.0,0.0,0.8,8.8,11.7,2.7,2.9,663,2017,,11.10,Computer/Information Technology Administration and Management.
214,13.04,117,56.4,81.5,72.7,69.7,3.0,65.2,62.1,3.0,1.5,1.5,0.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.5,18.2,0.0,1.5,44967,2017,,13.04,Educational Administration and Supervision.
215,13.10,1763,67.0,85.0,71.1,66.2,4.9,66.8,62.9,3.9,0.4,0.3,0.1,2.9,1.9,0.9,0.4,0.4,0.0,0.6,0.6,0.0,0.7,0.1,12.3,13.3,1.6,0.9,3792,2017,,13.10,Special Education and Teaching.
216,13.12,7642,68.8,87.4,77.5,69.8,7.7,72.0,66.4,5.6,0.6,0.6,0.0,3.5,2.1,1.4,0.7,0.1,0.6,0.7,0.6,0.1,0.6,0.1,8.2,11.4,1.0,1.2,36576,2017,,13.12,"Teacher Education and Professional Development, Specific Levels and Methods."
217,13.13,3193,72.9,86.3,75.9,67.5,8.5,69.1,63.0,6.1,0.7,0.5,0.2,3.8,2.4,1.3,0.9,0.3,0.6,1.4,1.2,0.2,0.6,0.4,8.7,12.1,1.5,0.9,38275,2017,,13.13,"Teacher Education and Professional Development, Specific Subject Areas."
218,13.14,21,7.5,83.0,77.0,73.0,4.1,72.3,68.9,3.4,0.0,0.0,0.0,2.7,2.7,0.0,0.0,0.0,0.0,2.0,1.4,0.7,0.0,0.0,5.4,13.5,3.4,0.7,36993,2017,,13.14,Teaching English or French as a Second or Foreign Language.
219,14.02,121,73.6,82.1,52.3,51.9,0.4,49.8,49.6,0.2,0.6,0.4,0.1,0.4,0.4,0.0,0.2,0.2,0.0,1.2,1.1,0.1,0.1,6.3,22.7,16.3,1.5,0.9,64699,2017,,14.02,"Aerospace, Aeronautical and Astronautical Engineering."
220,14.03,161,73.9,88.1,7.6,67.2,3.4,66.4,63.9,2.5,0.8,0.8,0.0,1.7,0.8,0.8,0.0,0.0,0.0,1.7,1.7,0.0,0.0,3.4,13.4,1.9,0.8,0.8,56141,2017,,14.03,Agricultural Engineering.
221,14.04,19,91.0,94.2,64.7,64.7,0.0,61.9,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,2.3,2.3,0.0,0.0,0.6,27.7,5.2,0.6,1.2,5591,2017,,14.04,Architectural Engineering.
222,14.05,1952,79.0,87.4,51.5,49.9,1.6,45.0,44.1,0.8,0.4,0.4,0.0,3.0,2.7,0.4,0.3,0.1,0.1,2.9,2.6,0.3,0.6,0.2,34.1,1.2,2.2,1.2,58436,2017,,14.05,Biomedical/Medical Engineering.
223,14.07,397,79.2,83.4,63.5,62.0,1.5,6.1,59.3,0.9,0.4,0.3,0.1,1.2,1.0,0.2,0.3,0.2,0.1,1.6,1.3,0.3,0.3,0.7,18.0,15.2,1.2,0.9,6649,2017,,14.07,Chemical Engineering.
224,14.08,3754,74.2,91.4,71.3,7.1,1.2,68.5,67.6,0.9,0.6,0.5,0.1,1.0,0.9,0.1,0.1,0.1,0.0,1.0,0.9,0.1,0.2,1.1,18.2,7.8,0.8,0.6,57495,2017,,14.08,Civil Engineering.
225,14.09,222,73.8,88.8,74.7,73.8,0.9,72.3,71.6,0.7,0.9,0.8,0.1,0.9,0.9,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.2,0.7,12.6,1.0,1.2,0.7,74439,2017,,14.09,Computer Engineering.
226,14.10,5689,72.1,87.8,64.1,62.4,1.8,6.4,59.1,1.3,1.1,1.0,0.1,1.2,0.9,0.3,0.2,0.2,0.0,1.3,1.2,0.1,0.0,0.9,22.1,1.5,1.7,0.8,7293,2017,,14.10,"Electrical, Electronics and Communications Engineering."
227,14.12,213,74.2,86.5,43.7,41.1,2.5,43.0,4.5,2.5,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,39.9,1.8,2.5,1.9,56589,2017,,14.12,Engineering Physics.
228,14.13,195,66.7,83.1,67.7,64.6,3.1,61.5,6.0,1.5,0.8,0.8,0.0,5.4,3.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,13.8,3.1,0.0,5736,2017,,14.13,Engineering Science.
229,14.14,494,84.6,84.2,58.1,56.2,1.9,54.1,52.2,1.9,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,3.3,3.3,0.0,1.0,1.2,22.5,12.9,2.6,1.7,56785,2017,,14.14,Environmental/Environmental Health Engineering.
230,14.18,326,75.2,87.3,58.4,57.6,0.8,5.6,5.6,0.0,2.0,2.0,0.0,2.0,1.2,0.8,0.0,0.0,0.0,3.7,3.7,0.0,0.0,0.8,27.8,9.4,3.3,0.4,68449,2017,,14.18,Materials Engineering
231,14.19,9576,74.4,86.5,69.0,67.3,1.7,65.7,64.6,1.2,0.7,0.7,0.1,1.1,0.8,0.2,0.1,0.1,0.0,1.4,1.2,0.2,0.2,1.9,14.4,12.3,1.1,1.1,637,2017,,14.19,Mechanical Engineering.
232,14.20,78,85.9,88.1,68.7,68.7,0.0,67.2,67.2,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,17.9,1.4,1.5,0.0,63744,2017,,14.20,Metallurgical Engineering.
233,14.21,173,72.8,81.3,65.1,63.5,1.6,61.1,6.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.2,0.8,0.0,5.6,8.7,15.1,3.2,2.4,6337,2017,,14.21,Mining and Mineral Engineering.
234,14.23,139,84.9,82.2,38.1,38.1,0.0,37.3,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,3.4,4.7,13.6,4.2,0.0,59122,2017,,14.23,Nuclear Engineering.
235,14.25,495,89.7,79.2,63.1,58.8,4.3,61.3,57.0,4.3,0.0,0.0,0.0,0.9,0.9,0.0,0.2,0.2,0.0,0.7,0.7,0.0,0.0,1.1,14.6,19.8,0.9,0.5,7384,2017,,14.25,Petroleum Engineering.
236,14.27,161,74.5,88.3,73.3,69.2,4.2,63.3,61.7,1.7,0.0,0.0,0.0,4.2,3.3,0.8,0.8,0.8,0.0,5.0,3.3,1.7,0.0,3.3,11.7,1.8,0.8,0.0,69432,2017,,14.27,Systems Engineering.
237,14.33,17,67.6,94.8,84.3,84.3,0.0,81.7,81.7,0.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,6.1,4.3,2.6,2.6,0.0,6311,2017,,14.33,Construction Engineering.
238,14.35,1958,72.3,9.4,75.7,74.1,1.6,72.5,71.6,0.9,0.6,0.6,0.1,1.1,0.9,0.2,0.3,0.3,0.0,1.1,0.8,0.4,0.1,1.8,11.8,8.2,1.3,1.1,6494,2017,,14.35,Industrial Engineering.
239,14.36,11,44.6,88.9,82.2,82.2,0.0,75.6,75.6,0.0,2.2,2.2,0.0,2.2,2.2,0.0,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,6.7,11.1,0.0,0.0,6463,2017,,14.36,Manufacturing Engineering.
240,14.39,58,72.4,76.2,64.3,54.8,9.5,54.8,47.6,7.1,0.0,0.0,0.0,2.4,0.0,2.4,0.0,0.0,0.0,7.1,7.1,0.0,0.0,2.4,9.5,23.8,0.0,0.0,58863,2017,,14.39,Geological/Geophysical Engineering.
241,14.18,119,73.9,9.6,72.7,65.9,6.8,69.3,64.8,4.5,0.0,0.0,0.0,1.1,0.0,1.1,0.0,0.0,0.0,2.3,1.1,1.1,1.1,0.0,13.6,6.8,2.3,3.4,66519,2017,,14.18,Materials Engineering
242,14.27,15,74.4,76.2,47.7,45.6,2.1,42.5,4.9,1.6,0.9,0.9,0.0,2.4,2.0,0.4,0.3,0.3,0.0,1.6,1.5,0.1,0.1,0.1,27.4,15.9,7.6,1.1,56845,2017,,14.27,Systems Engineering.
243,15.02,111,81.1,96.6,94.4,93.3,1.1,92.2,91.1,1.1,1.1,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.2,1.1,1.1,52583,2017,,15.02,Civil Engineering Technologies/Technicians.
244,15.03,491,66.0,89.3,79.6,78.1,1.5,76.9,75.3,1.5,1.2,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,1.2,6.8,1.5,0.0,1.9,6112,2017,,15.03,Electrical Engineering Technologies/Technicians.
245,15.05,3,5.0,53.3,53.3,46.7,6.7,46.7,4.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,0.0,0.0,0.0,0.0,4.0,6.7,0.0,572,2017,,15.05,Environmental Control Technologies/Technicians.
246,15.06,284,71.1,91.0,83.2,81.2,2.0,81.2,79.7,1.5,1.5,1.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.4,0.5,1.0,6156,2017,,15.06,Industrial Production Technologies/Technicians.
247,15.12,4,57.5,95.7,91.3,91.3,0.0,87.0,87.0,0.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,78151,2017,,15.12,Computer Engineering Technologies/Technicians.
248,15.15,557,75.2,89.4,79.5,78.5,1.0,76.8,76.1,0.7,0.7,0.7,0.0,1.2,1.0,0.2,0.2,0.2,0.0,0.5,0.5,0.0,0.5,1.2,7.4,9.8,0.7,1.0,61441,2017,,15.15,Engineering-Related Fields.
249,15.08,897,68.8,84.8,79.1,76.5,2.6,76.2,74.4,1.8,1.0,0.8,0.2,1.3,0.8,0.5,0.2,0.0,0.2,0.5,0.5,0.0,0.0,1.6,2.6,14.4,0.5,1.8,61141,2017,,15.08,Mechanical Engineering Related Technologies/Technicians.
250,15.10,117,74.4,97.6,94.3,92.0,2.3,92.0,89.7,2.3,1.1,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.3,0.0,2.3,56857,2017,,15.10,Construction Engineering Technologies.
251,16.01,1446,62.2,72.7,45.7,38.3,7.5,37.6,32.1,5.5,1.1,0.9,0.2,3.3,2.0,1.3,0.9,0.6,0.3,2.8,2.7,0.1,2.3,0.7,21.4,13.3,13.0,3.6,37386,2017,,16.01,"Linguistic, Comparative, and Related Language Studies and Services."
252,16.03,331,53.8,73.4,53.4,44.9,8.4,41.6,35.4,6.2,0.6,0.6,0.0,5.1,4.5,0.6,1.1,0.6,0.6,5.1,3.9,1.1,1.1,1.1,15.7,19.7,6.2,2.8,39897,2017,,16.03,"East Asian Languages, Literatures, and Linguistics."
253,16.04,66,63.6,76.2,45.2,38.1,7.1,31.0,28.6,2.4,0.0,0.0,0.0,4.8,2.4,2.4,0.0,0.0,0.0,9.5,7.1,2.4,0.0,0.0,31.0,19.0,4.8,0.0,4988,2017,,16.04,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics."
254,16.05,28,58.7,85.1,54.9,49.2,5.7,48.4,44.3,4.1,0.0,0.0,0.0,1.6,0.8,0.8,1.6,1.6,0.0,3.3,2.5,0.8,1.6,0.0,27.9,1.7,4.1,0.8,38152,2017,,16.05,"Germanic Languages, Literatures, and Linguistics."
255,16.09,2515,66.2,8.5,53.4,44.6,8.8,45.7,39.4,6.3,0.6,0.6,0.0,3.2,1.9,1.3,0.4,0.2,0.2,3.5,2.5,1.0,4.5,0.5,2.4,11.7,7.3,2.2,38995,2017,,16.09,"Romance Languages, Literatures, and Linguistics."
256,16.11,46,67.4,8.0,64.5,54.8,9.7,51.6,45.2,6.5,0.0,0.0,0.0,9.7,6.5,3.2,0.0,0.0,0.0,3.2,3.2,0.0,6.5,3.2,3.2,16.1,3.2,3.2,44875,2017,,16.11,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics."
257,16.12,357,65.3,79.4,44.9,36.1,9.0,39.1,31.3,7.7,0.4,0.4,0.0,3.4,2.1,1.3,0.4,0.4,0.0,1.7,1.7,0.0,2.6,0.4,31.3,14.6,6.0,0.4,37429,2017,,16.12,"Classics and Classical Languages, Literatures, and Linguistics."
258,16.16,245,46.9,66.4,42.6,34.8,7.8,35.7,31.3,4.3,0.0,0.0,0.0,0.9,0.0,0.9,4.3,1.7,2.6,1.7,1.7,0.0,2.6,0.0,2.0,2.9,12.2,1.7,3372,2017,,16.16,American Sign Language.
259,19.02,198,73.2,79.9,66.2,6.7,5.5,5.3,46.9,3.4,1.4,1.4,0.0,1.4,0.7,0.7,1.4,0.7,0.7,11.7,11.0,0.7,0.7,0.0,12.4,16.6,3.4,0.7,4756,2017,,19.02,Family and Consumer Sciences/Human Sciences Business Services.
260,19.05,476,67.9,76.9,29.7,27.2,2.5,29.1,26.9,2.2,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.2,1.5,43.7,13.9,9.0,0.9,34273,2017,,19.05,"Foods, Nutrition, and Related Services."
261,19.06,215,54.4,83.5,75.2,7.9,4.3,68.4,64.1,4.3,1.7,1.7,0.0,3.4,3.4,0.0,0.0,0.0,0.0,1.7,1.7,0.0,0.9,0.0,6.0,12.8,3.4,1.7,39449,2017,,19.06,Housing and Human Environments.
262,19.07,3866,59.1,79.0,5.7,44.0,6.8,44.5,39.1,5.5,0.9,0.7,0.2,3.2,2.5,0.8,0.5,0.4,0.1,1.6,1.4,0.2,2.2,0.2,24.3,14.0,6.6,2.1,3159,2017,,19.07,"Human Development, Family Studies, and Related Services."
263,19.09,273,82.4,84.4,78.7,72.4,6.2,66.2,62.2,4.0,2.7,2.2,0.4,6.2,4.9,1.3,0.9,0.9,0.0,2.7,2.2,0.4,0.9,0.0,4.9,14.7,0.9,0.0,39718,2017,,19.09,Apparel and Textiles.
264,19.01,543,63.0,8.0,62.9,56.1,6.7,59.1,53.2,5.8,1.8,1.5,0.3,1.5,0.9,0.6,0.3,0.3,0.0,0.3,0.3,0.0,0.3,0.9,13.2,12.0,7.3,3.5,37918,2017,,19.01,"Family and Consumer Sciences/Human Sciences, General."
265,23.01,775,63.4,8.1,58.4,48.5,9.9,5.3,42.5,7.8,1.1,0.9,0.2,2.9,2.0,0.9,0.9,0.4,0.5,3.1,2.6,0.5,1.8,0.2,18.1,14.6,5.0,1.9,3631,2017,,23.01,"English Language and Literature, General."
266,23.13,1891,7.5,73.1,54.9,43.0,11.9,45.7,38.1,7.6,0.7,0.5,0.1,3.4,1.9,1.5,2.6,0.4,2.2,2.5,2.1,0.4,1.3,0.1,14.8,2.8,5.4,2.5,37159,2017,,23.13,Rhetoric and Composition/Writing Studies.
267,23.14,3,53.7,88.9,62.7,51.6,11.2,52.2,45.3,6.8,1.2,0.6,0.6,5.6,3.1,2.5,1.2,0.6,0.6,2.5,1.9,0.6,0.0,0.6,21.1,8.7,1.9,5.0,35438,2017,,23.14,Literature.
268,26.01,16761,64.8,76.6,4.2,34.8,5.5,35.7,31.2,4.5,0.4,0.3,0.1,2.2,1.6,0.6,0.1,0.1,0.0,1.8,1.6,0.2,1.3,0.4,33.4,1.4,12.7,1.6,34171,2017,,26.01,"Biology, General."
269,26.02,3991,61.5,76.7,38.1,32.5,5.5,32.0,27.9,4.1,0.6,0.4,0.1,2.8,2.0,0.9,0.2,0.1,0.1,2.5,2.1,0.4,1.1,0.6,35.5,1.2,12.7,1.8,37889,2017,,26.02,"Biochemistry, Biophysics and Molecular Biology."
270,26.04,1294,5.2,79.1,47.0,38.4,8.6,41.1,34.4,6.8,0.5,0.3,0.2,2.8,2.0,0.8,0.2,0.0,0.2,2.5,1.7,0.8,0.9,0.3,3.5,5.7,15.1,0.5,38664,2017,,26.04,Cell/Cellular Biology and Anatomical Sciences.
271,26.05,858,54.8,76.7,39.4,33.6,5.7,31.3,27.4,3.8,0.0,0.0,0.0,4.9,3.0,1.9,0.4,0.4,0.0,2.8,2.8,0.0,0.6,0.6,35.1,14.0,8.9,1.3,35297,2017,,26.05,Microbiological Sciences and Immunology.
272,26.07,529,6.7,81.6,46.7,36.8,1.0,37.1,28.3,8.7,0.3,0.3,0.0,3.4,3.1,0.3,0.0,0.0,0.0,5.9,5.0,0.9,1.6,0.0,3.5,13.4,4.4,3.4,29951,2017,,26.07,Zoology/Animal Biology.
273,26.08,271,48.7,79.4,53.8,49.2,4.5,48.5,44.7,3.8,1.5,1.5,0.0,0.8,0.0,0.8,0.0,0.0,0.0,3.0,3.0,0.0,0.8,0.0,24.2,9.1,11.4,0.8,36868,2017,,26.08,Genetics.
274,26.09,1962,65.4,71.8,34.2,28.4,5.8,3.0,25.8,4.2,0.3,0.2,0.1,2.5,1.2,1.2,0.2,0.2,0.1,1.2,1.0,0.2,0.5,0.8,34.3,1.4,17.1,2.8,347,2017,,26.09,"Physiology, Pathology and Related Sciences."
275,26.11,9,88.9,68.8,4.0,38.8,1.3,38.8,37.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,0.0,25.0,22.5,7.5,3.8,47682,2017,,26.11,"Biomathematics, Bioinformatics, and Computational Biology."
276,26.12,15,74.7,83.9,54.5,5.0,4.5,49.1,45.5,3.6,1.8,0.9,0.9,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,28.6,11.6,4.5,0.0,47582,2017,,26.12,Biotechnology.
277,26.13,792,6.4,78.4,55.2,46.9,8.4,37.7,33.3,4.4,1.0,1.0,0.0,7.5,4.0,3.6,0.8,0.6,0.2,8.2,7.9,0.2,2.9,0.2,18.2,11.7,9.4,2.3,39898,2017,,26.13,"Ecology, Evolution, Systematics, and Population Biology."
278,26.15,2285,67.2,82.4,44.5,39.0,5.5,38.7,34.0,4.6,0.2,0.2,0.0,2.7,2.2,0.5,0.2,0.1,0.1,2.7,2.4,0.3,1.3,0.3,35.0,8.5,8.9,1.5,4372,2017,,26.15,Neurobiology and Neurosciences.
279,27.01,3755,66.4,84.7,52.1,48.0,4.1,48.5,44.9,3.6,0.5,0.5,0.0,1.4,1.1,0.3,0.1,0.0,0.0,1.6,1.4,0.2,0.9,0.5,29.8,11.1,3.9,1.7,59846,2017,,27.01,Mathematics.
280,27.03,223,54.3,82.5,51.5,45.0,6.5,46.1,41.6,4.5,0.9,0.7,0.2,1.9,1.3,0.6,0.7,0.1,0.6,1.8,1.4,0.5,0.3,0.7,28.9,13.3,4.0,1.3,62817,2017,,27.03,Applied Mathematics.
281,27.05,829,62.6,89.9,56.3,53.2,3.1,5.7,49.3,1.3,1.0,0.8,0.2,1.7,1.0,0.8,0.4,0.2,0.2,2.5,1.9,0.6,0.4,0.2,32.6,7.5,2.5,0.6,62375,2017,,27.05,Statistics.
282,30.00,678,49.5,76.3,53.5,45.8,7.7,47.2,41.4,5.7,1.5,1.1,0.5,2.6,1.7,0.9,0.5,0.3,0.2,1.7,1.3,0.4,1.8,1.0,18.8,2.0,3.3,1.7,44438,2017,,30.00,"Multi-/Interdisciplinary Studies, General."
283,30.05,81,7.4,91.1,54.4,47.4,7.0,42.1,36.8,5.3,1.8,1.8,0.0,3.5,3.5,0.0,0.0,0.0,0.0,7.0,5.3,1.8,1.5,0.0,24.6,7.0,1.8,1.8,32534,2017,,30.05,Peace Studies and Conflict Resolution.
284,30.08,231,72.7,88.7,73.8,69.6,4.2,67.9,64.9,3.0,1.8,1.2,0.6,1.8,1.8,0.0,0.0,0.0,0.0,2.4,1.8,0.6,0.0,0.0,14.9,1.1,1.2,0.0,67745,2017,,30.08,Mathematics and Computer Science.
285,30.15,98,71.4,91.3,77.1,74.3,2.9,62.9,6.0,2.9,2.9,2.9,0.0,5.7,5.7,0.0,0.0,0.0,0.0,5.7,5.7,0.0,0.0,0.0,12.9,8.6,0.0,1.4,6226,2017,,30.15,"Science, Technology and Society."
286,30.17,452,76.3,93.9,35.7,3.7,4.9,34.2,29.6,4.6,0.3,0.3,0.0,1.2,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,56.8,2.6,3.5,0.9,3397,2017,,30.17,Behavioral Sciences.
287,30.18,373,71.0,89.7,29.4,25.3,4.2,25.7,22.6,3.0,1.1,1.1,0.0,2.6,1.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,57.4,6.4,3.8,1.5,37935,2017,,30.18,Natural Sciences.
288,30.19,1913,61.3,8.1,44.9,37.5,7.4,39.5,33.0,6.5,0.8,0.8,0.0,2.6,1.8,0.9,0.1,0.1,0.0,2.0,1.9,0.1,0.9,0.7,31.2,11.8,7.5,3.0,4325,2017,,30.19,Nutrition Sciences.
289,30.20,2479,6.9,84.6,58.1,51.1,7.0,46.0,41.7,4.2,0.5,0.5,0.0,6.2,4.2,2.0,0.4,0.2,0.2,4.9,4.4,0.5,3.4,2.5,17.5,12.4,2.5,3.6,42417,2017,,30.20,International/Global Studies.
