,cip_code,total_graduates,knowledge_rate,career_outcomes_perc,total_perc_employed_overall,total_perc_employed_full_time,total_perc_employed_part_time,perc_standard_employment_overall,perc_standard_full_time,perc_standard_part_time,perc_entrepreneur_overall,perc_entrepreneur_full_time,perc_entrepreneur_part_time,perc_temp_contract_overall,perc_temp_contract_full_time,perc_temp_contract_part_time,perc_freelance_overall,perc_freelance_full_time,perc_freelance_part_time,perc_fellowship_intern_overall,perc_fellowship_intern_full_time,perc_fellowship_intern_part_time,perc_service,perc_military,perc_continuing_ed,perc_seeking_employment,perc_seeking_continuing_ed,perc_not_seeking,mean_starting_salary,year,perc_still_seeking_overall,CIPCode,CIPTitle
91,26.13,734,67.4,75.7,53.5,43.6,9.9,42.4,33.9,8.5,1.4,1.4,0.0,5.9,4.8,1.0,0.0,0.0,0.0,3.8,3.4,0.4,2.2,0.4,17.6,12.9,1.7,2.6,38896,2016,,26.13,"Ecology, Evolution, Systematics, and Population Biology."
92,26.15,1957,7.3,76.3,43.1,37.6,5.5,36.7,32.6,4.1,0.4,0.3,0.1,2.7,1.9,0.8,0.1,0.1,0.1,3.1,2.8,0.3,1.5,0.4,29.3,11.8,11.3,2.7,39262,2016,,26.15,Neurobiology and Neurosciences.
93,26.07,282,56.4,67.9,4.9,28.3,12.6,35.8,25.2,1.7,0.6,0.6,0.0,2.5,1.3,1.3,0.0,0.0,0.0,1.9,1.3,0.6,0.0,0.0,25.8,23.3,8.2,1.9,3298,2016,,26.07,Zoology/Animal Biology.
94,26.08,271,48.7,79.4,53.8,49.2,4.5,48.5,44.7,3.8,1.5,1.5,0.0,0.8,0.0,0.8,0.0,0.0,0.0,3.0,3.0,0.0,0.8,0.0,24.2,9.1,11.4,0.8,36868,2016,,26.08,Genetics.
95,27.01,5556,65.7,84.6,53.5,49.6,3.8,49.3,46.4,2.9,0.7,0.6,0.2,1.7,1.4,0.4,0.1,0.1,0.1,1.6,1.2,0.4,0.8,1.0,28.1,11.7,3.5,1.5,59759,2016,,27.01,Mathematics.
96,27.03,1134,67.7,73.6,48.2,47.7,0.5,46.1,45.7,0.4,0.1,0.1,0.0,1.0,0.9,0.1,0.1,0.1,0.0,0.8,0.8,0.0,0.3,1.2,23.2,21.4,4.7,1.2,58237,2016,,27.03,Applied Mathematics.
97,27.05,643,74.2,81.6,55.1,5.9,4.2,48.4,45.5,2.9,1.0,0.4,0.6,2.3,1.9,0.4,0.0,0.0,0.0,3.4,3.1,0.2,0.6,1.0,24.3,13.8,4.4,0.6,6648,2016,,27.05,Statistics.
98,30.05,185,7.8,89.2,78.6,74.8,3.8,71.8,68.7,3.1,3.1,3.1,0.0,1.5,0.8,0.8,0.0,0.0,0.0,2.3,2.3,0.0,3.1,0.8,6.1,9.9,0.8,0.8,45316,2016,,30.05,Peace Studies and Conflict Resolution.
99,30.08,145,85.5,89.5,78.2,73.4,4.8,71.0,66.9,4.0,2.4,2.4,0.0,3.2,3.2,0.0,1.6,0.8,0.8,0.0,0.0,0.0,0.0,0.0,11.3,1.5,0.0,0.0,99699,2016,,30.08,Mathematics and Computer Science.
100,30.15,67,31.3,81.0,76.2,47.6,28.6,76.2,47.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,19.0,0.0,0.0,59438,2016,,30.15,"Science, Technology and Society."
101,30.17,533,76.7,94.1,41.8,32.8,9.0,39.4,3.8,8.6,0.5,0.5,0.0,1.0,0.7,0.2,0.0,0.0,0.0,1.0,0.7,0.2,0.5,0.0,51.1,3.4,2.4,0.7,3769,2016,,30.17,Behavioral Sciences.
102,30.18,298,7.8,85.7,6.2,55.5,4.7,53.6,48.8,4.7,3.8,3.8,0.0,1.4,1.4,0.0,0.0,0.0,0.0,1.4,1.4,0.0,0.5,0.5,24.2,1.4,3.8,0.5,3735,2016,,30.18,Natural Sciences.
103,30.19,89,68.6,79.7,42.3,35.0,7.4,33.2,28.3,4.9,0.7,0.4,0.4,3.6,2.3,1.3,0.2,0.0,0.2,4.7,4.0,0.7,0.2,0.2,36.0,12.4,7.6,1.3,37934,2016,,30.19,Nutrition Sciences.
104,30.20,2791,67.4,81.0,61.4,55.4,6.0,51.0,47.6,3.4,0.6,0.6,0.1,5.4,3.8,1.6,0.5,0.5,0.1,3.9,3.0,1.0,2.7,1.5,14.1,12.6,6.1,1.6,48,2016,,30.20,International/Global Studies.
105,30.22,139,66.2,79.8,44.6,4.2,4.3,4.2,37.0,3.3,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.2,1.1,3.3,0.0,29.3,9.8,9.8,3.3,525,2016,,30.22,Classical and Ancient Studies.
106,30.23,55,94.5,94.1,61.5,5.0,11.5,53.8,44.2,9.6,0.0,0.0,0.0,3.8,1.9,1.9,0.0,0.0,0.0,3.8,3.8,0.0,11.5,1.9,17.3,3.8,1.9,1.9,315,2016,,30.23,Intercultural/Multicultural and Diversity Studies.
107,30.25,418,78.2,83.7,4.4,37.6,2.8,36.7,34.3,2.4,0.3,0.3,0.0,0.9,0.9,0.0,0.6,0.6,0.0,1.8,1.5,0.3,1.2,0.9,37.6,7.3,8.3,4.3,543,2016,,30.25,Cognitive Science.
108,30.26,42,9.5,84.2,65.8,6.5,5.3,44.7,42.1,2.6,0.0,0.0,0.0,7.9,7.9,0.0,0.0,0.0,0.0,13.2,1.5,2.6,1.5,0.0,7.9,5.3,1.5,0.0,496,2016,,30.26,Cultural Studies/Critical Theory and Analysis.
109,30.33,91,6.4,87.0,78.2,72.7,5.5,69.1,65.5,3.6,7.3,5.5,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,5.5,1.9,1.8,1.8,4736,2016,,30.33,Sustainability Studies.
110,31.03,78,46.0,84.7,78.2,69.6,8.6,73.9,66.0,8.0,1.2,1.2,0.0,0.9,0.3,0.6,0.0,0.0,0.0,2.1,2.1,0.0,0.3,0.0,6.1,15.0,0.3,0.0,3387,2016,,31.03,"Parks, Recreation and Leisure Facilities Management."
111,31.05,9957,61.9,77.6,47.8,4.7,7.2,44.0,37.8,6.1,0.7,0.6,0.1,1.6,0.8,0.8,0.2,0.2,0.0,1.5,1.3,0.2,0.6,0.6,27.3,11.6,1.5,1.7,33629,2016,,31.05,Health and Physical Education/Fitness.
112,31.01,554,46.9,8.7,66.2,53.8,12.3,59.6,49.2,1.4,0.0,0.0,0.0,2.3,0.8,1.5,0.0,0.0,0.0,4.2,3.8,0.4,0.0,0.8,11.9,15.4,3.5,2.3,3381,2016,,31.01,"Parks, Recreation and Leisure Studies."
113,38.01,212,63.7,82.9,46.6,4.7,5.9,39.9,35.7,4.2,1.0,0.8,0.2,1.9,1.1,0.7,1.0,0.5,0.5,2.8,2.5,0.2,1.9,0.3,31.4,1.5,6.1,3.3,4469,2016,,38.01,Philosophy.
114,38.02,144,47.5,8.3,51.1,43.6,7.5,43.8,38.4,5.4,1.3,1.3,0.0,2.2,0.7,1.5,0.4,0.4,0.0,3.3,2.7,0.6,3.7,1.5,21.1,13.3,5.7,3.4,3419,2016,,38.02,Religion/Religious Studies.
115,39.02,356,35.4,9.8,59.5,44.4,15.1,54.0,4.5,13.5,4.0,3.2,0.8,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.8,0.0,0.0,0.8,25.4,3.2,5.6,5.6,2549,2016,,39.02,Bible/Biblical Studies.
116,39.06,44,62.1,92.6,63.3,54.6,8.8,59.0,51.0,8.0,2.4,2.0,0.4,0.4,0.4,0.0,0.4,0.4,0.0,1.2,0.8,0.4,4.0,0.8,21.9,5.2,2.0,2.8,326,2016,,39.06,Theological and Ministerial Studies.
117,40.02,15,57.3,81.2,39.5,34.9,4.7,34.9,32.6,2.3,1.2,0.0,1.2,2.3,1.2,1.2,0.0,0.0,0.0,1.2,1.2,0.0,0.0,1.2,39.5,16.3,2.3,1.2,4159,2016,,40.02,Astronomy and Astrophysics.
118,40.04,32,67.8,65.6,36.9,31.8,5.1,34.1,3.4,3.7,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,1.8,0.5,1.4,0.5,8.3,19.4,26.7,7.4,0.9,3447,2016,,40.04,Atmospheric Sciences and Meteorology.
119,40.05,3932,71.2,81.6,4.2,36.1,4.1,36.0,32.7,3.2,0.4,0.4,0.0,2.0,1.5,0.5,0.2,0.1,0.0,1.7,1.4,0.3,0.8,0.7,38.7,11.0,7.2,1.4,43622,2016,,40.05,Chemistry.
120,40.06,165,63.0,75.2,46.9,42.2,4.6,41.6,38.3,3.4,0.5,0.4,0.1,2.5,1.4,1.1,0.1,0.1,0.0,2.2,2.1,0.1,0.9,0.3,26.1,16.6,7.8,1.4,44378,2016,,40.06,Geological and Earth Sciences/Geosciences.
121,40.08,263,66.6,85.0,4.8,37.7,3.1,36.4,34.2,2.3,0.5,0.4,0.1,2.2,1.6,0.6,0.3,0.3,0.0,1.4,1.2,0.2,0.4,1.3,41.7,1.2,4.7,1.0,56178,2016,,40.08,Physics.
122,40.10,581,69.9,85.9,56.4,53.2,3.2,51.5,49.5,2.0,1.5,0.7,0.7,1.7,1.5,0.2,0.0,0.0,0.0,1.7,1.5,0.2,0.5,1.2,27.1,12.6,1.5,0.7,63943,2016,,40.10,Materials Sciences.
123,42.01,2542,61.0,76.5,48.6,4.7,7.9,44.0,37.5,6.5,0.6,0.5,0.1,2.2,1.4,0.8,0.3,0.2,0.1,1.5,1.2,0.3,1.3,0.6,24.6,12.9,1.2,1.8,3631,2016,,42.01,"Psychology, General."
124,42.27,589,47.2,86.0,45.7,38.1,7.6,34.2,3.9,3.2,0.4,0.4,0.0,7.9,4.3,3.6,0.7,0.7,0.0,2.5,1.8,0.7,1.4,1.1,37.8,5.0,9.0,0.0,39279,2016,,42.27,Research and Experimental Psychology.
125,42.28,79,55.1,88.6,55.4,48.7,6.7,51.3,45.7,5.5,0.0,0.0,0.0,1.6,0.9,0.7,0.5,0.2,0.2,2.1,1.8,0.2,2.5,0.0,29.7,6.9,4.4,1.1,435,2016,,42.28,"Clinical, Counseling and Applied Psychology."
126,43.01,778,47.0,8.4,61.0,5.4,1.7,56.4,47.6,8.8,0.7,0.4,0.3,2.5,1.5,1.0,0.1,0.1,0.1,1.4,0.9,0.4,0.5,3.6,14.4,15.1,4.2,1.1,421,2016,,43.01,Criminal Justice and Corrections.
127,43.02,194,67.0,89.1,78.5,76.2,2.3,77.7,75.4,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,3.1,6.9,1.8,0.0,0.8,36833,2016,,43.02,Fire Protection.
128,43.03,358,42.2,85.9,63.6,6.9,2.6,62.3,59.6,2.6,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,9.9,9.9,13.9,0.0,1.3,41979,2016,,43.03,Homeland Security.
129,44.02,311,54.7,93.5,53.5,5.0,3.5,51.8,49.4,2.4,1.2,0.6,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,11.8,25.9,4.1,2.4,1.2,4958,2016,,44.02,Community Organization and Advocacy.
130,44.05,1426,68.7,89.3,71.9,67.0,4.9,66.3,62.0,4.3,0.2,0.2,0.0,1.1,0.9,0.2,0.3,0.2,0.1,4.0,3.7,0.3,0.9,0.9,15.0,7.1,3.5,0.6,45299,2016,,44.05,Public Policy Analysis.
131,44.07,4589,54.7,8.9,47.3,4.9,6.3,44.6,39.2,5.4,0.6,0.3,0.3,1.0,0.5,0.4,0.0,0.0,0.0,1.0,0.8,0.2,1.4,0.2,3.6,12.4,6.4,1.8,3339,2016,,44.07,Social Work.
132,45.02,3129,59.0,7.8,46.0,37.1,9.0,38.8,32.1,6.7,0.5,0.5,0.1,2.9,1.4,1.6,0.4,0.3,0.1,3.4,2.8,0.6,3.4,0.4,18.6,17.0,11.2,3.4,34859,2016,,45.02,Anthropology.
133,45.04,2294,71.3,55.9,37.8,32.5,5.3,35.7,3.9,4.8,0.1,0.1,0.0,1.2,1.0,0.2,0.1,0.0,0.1,0.7,0.6,0.2,0.4,3.6,13.1,32.5,1.8,1.8,38878,2016,,45.04,Criminology.
134,45.06,11955,69.0,84.4,68.9,65.8,3.1,63.4,61.2,2.2,1.2,1.0,0.1,2.0,1.6,0.4,0.3,0.2,0.0,2.0,1.7,0.3,0.7,0.7,13.1,11.9,3.4,1.3,55812,2016,,45.06,Economics.
135,45.07,1341,53.5,72.9,55.0,48.3,6.7,46.7,42.5,4.2,0.6,0.6,0.0,4.9,3.1,1.8,0.3,0.1,0.1,2.6,2.1,0.6,1.4,1.5,14.2,22.0,4.9,1.0,42664,2016,,45.07,Geography and Cartography.
136,45.09,2525,8.8,74.8,52.6,49.0,3.6,45.6,43.1,2.5,0.3,0.3,0.0,3.3,2.7,0.5,0.2,0.1,0.1,3.2,2.7,0.5,2.6,2.5,15.4,17.9,6.7,2.2,47329,2016,,45.09,International Relations and National Security Studies.
137,45.10,1498,67.2,79.8,54.3,49.4,4.9,47.0,43.5,3.5,0.8,0.7,0.1,2.7,2.1,0.6,0.3,0.1,0.2,3.4,2.9,0.5,2.0,1.6,2.8,12.7,7.2,1.5,43187,2016,,45.10,Political Science and Government.
138,45.11,6946,59.1,72.0,51.5,43.6,7.9,47.1,4.4,6.7,0.5,0.5,0.1,1.9,1.1,0.8,0.3,0.2,0.1,1.6,1.4,0.2,2.4,0.6,15.6,19.3,8.0,2.7,35861,2016,,45.11,Sociology.
139,45.12,173,6.1,8.4,59.6,51.9,7.7,51.9,46.2,5.8,0.0,0.0,0.0,2.9,1.9,1.0,0.0,0.0,0.0,4.8,3.8,1.0,0.0,0.0,19.2,14.4,4.8,1.9,44148,2016,,45.12,Urban Studies/Affairs.
140,49.01,1136,53.3,79.3,59.2,56.4,4.5,58.4,54.1,4.3,0.7,0.7,0.0,1.2,1.0,0.2,0.2,0.2,0.0,0.5,0.5,0.0,0.0,6.4,12.2,2.6,0.2,2.5,47517,2016,,49.01,Air Transportation.
141,50.01,2341,59.2,8.0,68.0,53.3,14.7,55.0,44.8,1.1,1.7,1.3,0.5,3.9,2.2,1.6,4.4,2.6,1.8,3.0,2.4,0.7,0.5,0.2,9.6,16.3,3.3,2.1,38176,2016,,50.01,"Visual and Performing Arts, General."
142,50.02,514,51.8,84.7,64.7,53.0,11.7,48.5,41.4,7.1,3.8,3.0,0.8,5.6,3.8,1.9,3.4,1.9,1.5,3.4,3.0,0.4,1.1,0.8,14.7,12.0,2.6,4.1,38684,2016,,50.02,"Crafts/Craft Design, Folk Art and Artisanry."
143,50.03,31,6.5,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,38176,2016,,50.03,Dance.
144,50.04,716,55.7,79.3,66.2,45.6,2.6,5.1,36.3,13.8,1.8,0.8,1.0,6.5,4.0,2.5,4.3,1.8,2.5,3.5,2.8,0.8,0.5,0.0,1.0,17.5,2.5,3.3,38711,2016,,50.04,Design and Applied Arts.
145,50.05,514,6.5,8.3,75.8,65.8,9.9,65.2,58.0,7.2,1.6,1.4,0.2,2.8,1.8,1.0,2.7,1.6,1.1,3.5,3.0,0.5,0.2,0.1,3.5,18.1,1.4,0.8,44115,2016,,50.05,Drama/Theatre Arts and Stagecraft.
146,50.06,313,62.6,81.7,73.7,52.1,21.6,54.7,4.5,14.3,1.5,0.9,0.6,7.3,3.7,3.7,6.7,4.2,2.5,3.5,2.9,0.6,0.5,0.1,6.2,15.5,2.5,1.6,3347,2016,,50.06,Film/Video and Photographic Arts.
147,50.07,3165,58.8,8.1,72.8,55.8,17.0,53.8,44.1,9.7,1.8,1.4,0.4,4.6,2.5,2.1,8.8,5.3,3.5,3.8,2.5,1.2,0.4,0.3,4.3,16.8,2.5,3.0,37621,2016,,50.07,Fine and Studio Arts.
148,50.09,6728,54.0,75.1,61.3,47.3,14.0,51.5,4.8,1.6,1.8,1.3,0.5,2.4,1.3,1.0,2.7,1.7,1.0,3.0,2.1,0.9,0.9,0.2,1.6,18.8,5.3,2.9,35634,2016,,50.09,Music.
149,50.10,3423,63.4,83.5,56.3,42.2,14.1,46.2,36.2,9.9,1.5,0.9,0.6,3.3,2.0,1.2,4.2,2.2,2.0,1.2,0.9,0.3,0.7,0.4,24.6,11.5,4.7,1.8,36724,2016,,50.10,"Arts, Entertainment,and Media Management."
150,51.02,2689,6.2,84.2,24.7,19.4,5.3,21.5,17.3,4.3,0.1,0.1,0.0,2.0,1.4,0.6,0.1,0.0,0.1,0.9,0.6,0.4,0.9,0.0,57.4,4.6,11.0,1.4,34612,2016,,51.02,Communication Disorders Sciences and Services.
151,51.06,176,48.9,7.6,58.1,26.7,31.4,58.1,26.7,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.5,27.9,1.2,1.2,42463,2016,,51.06,Dental Support Services and Allied Professions.
152,51.07,1832,5.9,84.4,67.1,61.3,5.8,64.4,59.4,5.0,0.6,0.5,0.1,1.3,0.8,0.5,0.2,0.1,0.1,0.5,0.5,0.0,0.2,0.9,15.4,12.5,2.9,1.0,38872,2016,,51.07,Health and Medical Administrative Services.
153,51.08,7,61.4,88.4,69.8,65.1,4.7,67.4,65.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,2.3,0.0,0.0,18.6,11.6,0.0,0.0,36768,2016,,51.08,Allied Health and Medical Assisting Services.
154,51.09,1753,61.9,88.8,59.3,52.3,7.0,56.2,49.6,6.6,0.5,0.4,0.1,1.3,1.1,0.2,0.0,0.0,0.0,1.3,1.2,0.1,0.5,1.0,27.3,6.4,4.8,0.8,53343,2016,,51.09,"Allied Health Diagnostic, Intervention, and Treatment Professions."
155,51.10,551,6.1,89.0,8.4,68.6,11.8,74.0,65.9,8.2,1.2,0.3,0.9,2.4,0.9,1.5,0.0,0.0,0.0,2.7,1.5,1.2,0.3,0.9,6.3,2.4,8.5,1.2,5515,2016,,51.10,Clinical/Medical Laboratory Science/Research and Allied Professions.
156,51.11,319,7.2,92.4,22.3,18.8,3.6,21.0,18.3,2.7,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.4,0.4,0.0,2.7,0.4,67.0,4.5,3.1,0.0,54311,2016,,51.11,Health/Medical Preparatory Programs.
157,51.15,141,86.5,92.5,58.2,53.3,4.9,51.6,47.5,4.1,1.6,1.6,0.0,3.3,3.3,0.0,0.8,0.0,0.8,0.8,0.8,0.0,4.1,0.0,28.7,5.7,1.6,1.6,2875,2016,,51.15,Mental and Social Health Services and Allied Professions.
158,51.20,381,58.5,88.4,68.6,68.6,0.0,58.7,58.7,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,9.4,9.4,0.0,0.4,0.0,16.1,8.5,2.7,3.6,4277,2016,,51.20,"Pharmacy, Pharmaceutical Sciences, and Administration."
159,51.22,5162,64.4,82.3,55.7,47.6,8.1,5.3,43.8,6.4,0.2,0.1,0.1,1.9,1.1,0.8,0.2,0.1,0.1,3.2,2.5,0.6,1.4,0.4,23.6,9.0,8.5,1.4,39153,2016,,51.22,Public Health.
160,51.23,959,81.6,85.1,5.7,44.2,6.5,48.0,41.9,6.1,1.1,0.9,0.3,0.5,0.4,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.9,0.5,32.2,7.8,7.0,0.9,45145,2016,,51.23,Rehabilitation and Therapeutic Professions.
161,51.25,19,71.6,74.0,19.2,14.1,5.1,14.1,9.0,5.1,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,1.3,52.6,12.8,12.8,1.3,23682,2016,,51.25,Veterinary Biomedical and Clinical Sciences.
162,51.31,983,75.6,91.4,42.0,34.2,7.8,29.7,24.9,4.8,0.7,0.4,0.3,1.1,0.7,0.4,0.0,0.0,0.0,1.5,8.2,2.3,0.7,0.0,47.5,5.4,3.1,1.3,38967,2016,,51.31,Dietetics and Clinical Nutrition Services.
163,51.38,1783,56.6,89.6,84.5,79.4,5.1,82.4,77.8,4.6,0.3,0.3,0.0,0.8,0.5,0.3,0.1,0.1,0.0,0.7,0.7,0.1,0.2,0.6,3.4,9.8,0.5,1.1,54283,2016,,51.38,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing."
164,52.02,18476,73.0,82.4,72.0,68.3,3.6,67.4,64.5,2.9,1.6,1.5,0.1,1.5,1.1,0.4,0.2,0.1,0.1,1.1,1.0,0.2,0.3,0.7,7.2,15.5,1.6,2.6,5962,2016,,52.02,"Business Administration, Management and Operations."
165,52.03,1276,73.8,87.9,63.3,6.1,3.1,59.0,56.7,2.3,0.6,0.6,0.1,0.9,0.7,0.2,0.1,0.1,0.0,2.6,2.1,0.5,0.1,0.3,23.2,8.9,3.0,1.2,53539,2016,,52.03,Accounting and Related Services.
166,52.05,521,49.1,93.3,85.5,73.4,12.1,78.1,69.5,8.6,1.6,0.8,0.8,3.9,2.3,1.6,0.8,0.0,0.8,1.2,0.8,0.4,0.0,1.2,5.5,6.6,0.0,1.2,3975,2016,,52.05,Business/Corporate Communications.
167,52.06,118,65.3,76.1,62.3,59.0,3.2,58.5,55.8,2.7,1.2,1.0,0.1,1.2,1.0,0.1,0.1,0.1,0.0,1.3,1.0,0.3,0.4,0.4,8.9,16.0,6.6,5.4,52491,2016,,52.06,Business/Managerial Economics.
168,52.07,171,72.0,85.8,75.7,72.2,3.5,64.2,61.6,2.6,7.9,7.8,0.1,1.3,1.2,0.1,0.6,0.5,0.1,1.7,1.2,0.5,0.6,0.4,6.5,12.2,1.6,3.0,4875,2016,,52.07,Entrepreneurial and Small Business Operations.
169,52.08,12697,73.9,83.4,72.9,7.6,2.3,68.1,66.5,1.5,1.3,1.2,0.1,1.6,1.3,0.3,0.2,0.2,0.0,1.7,1.4,0.3,0.2,0.4,8.7,14.2,2.1,1.5,55974,2016,,52.08,Finance and Financial Management Services.
170,52.09,296,67.5,82.9,78.0,73.0,5.0,72.8,68.7,4.1,1.0,0.6,0.4,1.9,1.5,0.4,0.2,0.2,0.0,2.2,2.0,0.2,0.1,0.3,3.4,15.8,1.1,1.4,39547,2016,,52.09,Hospitality Administration/Management.
171,52.10,2286,75.3,86.2,79.2,72.2,7.0,7.2,65.8,4.4,1.6,1.0,0.5,2.8,1.9,0.9,0.3,0.3,0.0,4.2,3.1,1.1,0.2,0.9,5.0,11.2,2.5,0.9,47571,2016,,52.10,Human Resources Management and Services.
172,52.11,1561,77.4,87.4,74.8,7.7,4.1,68.8,65.3,3.5,1.8,1.7,0.1,2.4,2.0,0.4,0.2,0.1,0.1,1.7,1.6,0.1,1.6,1.0,9.1,11.2,1.3,1.0,5468,2016,,52.11,International Business.
173,52.14,1919,71.4,83.8,76.8,72.9,3.8,71.7,68.6,3.1,1.3,1.2,0.1,1.6,1.3,0.3,0.3,0.3,0.0,1.7,1.5,0.3,0.2,0.3,5.3,14.5,1.5,1.5,44858,2016,,52.14,Marketing.
174,52.15,261,87.7,59.5,53.7,53.7,0.0,51.5,51.5,0.0,0.9,0.9,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.0,5.2,35.4,4.8,0.9,529,2016,,52.15,Real Estate.
175,52.17,263,96.2,79.0,75.9,74.7,1.2,73.9,73.1,0.8,1.2,1.2,0.0,0.8,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.4,2.2,0.8,0.4,5476,2016,,52.17,Insurance.
176,52.18,583,9.1,8.0,77.1,75.6,1.5,73.7,72.4,1.3,1.0,1.0,0.0,0.6,0.4,0.2,0.6,0.6,0.0,1.3,1.3,0.0,0.0,0.2,2.1,17.9,1.9,0.8,4814,2016,,52.18,"General Sales, Merchandising and Related Marketing Operations."
177,52.19,539,47.9,88.6,8.6,72.9,7.8,76.4,68.6,7.8,0.8,0.8,0.0,0.4,0.4,0.0,0.0,0.0,0.0,3.1,3.1,0.0,0.4,0.0,6.6,11.2,0.0,1.2,4517,2016,,52.19,"Specialized Sales, Merchandising and  Marketing Operations."
178,52.20,529,53.1,91.5,88.6,86.5,2.1,84.0,82.9,1.1,1.8,1.8,0.0,1.8,0.7,1.1,0.4,0.4,0.0,0.7,0.7,0.0,0.0,0.7,2.1,7.8,0.7,0.0,57495,2016,,52.20,Construction Management.
179,52.12,2745,73.4,83.7,76.5,74.7,1.8,73.2,71.9,1.2,1.1,1.1,0.0,1.3,1.0,0.3,0.2,0.1,0.1,0.6,0.5,0.1,0.2,0.4,5.4,15.0,1.1,1.3,59622,2016,,52.12,Management Information Systems and Services.
180,52.13,778,68.2,83.7,73.4,69.8,3.6,69.1,66.2,3.0,1.5,1.3,0.1,1.3,1.0,0.3,0.2,0.2,0.0,1.3,1.2,0.1,0.3,0.9,8.1,14.4,1.7,1.2,5349,2016,,52.13,Management Sciences and Quantitative Methods.
181,01.01,1448,73.3,88.6,75.0,72.7,2.4,66.3,64.8,1.5,3.8,3.7,0.1,1.1,0.8,0.3,1.1,0.8,0.3,2.7,2.5,0.2,0.4,0.3,12.3,11.0,0.3,0.7,46539,2017,,01.01,Agricultural Business and Management.
182,01.02,67,64.2,9.7,81.4,79.1,2.3,58.1,55.8,2.3,16.3,16.3,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,0.0,0.0,51636,2017,,01.02,Agricultural Mechanization.
183,01.03,193,64.8,91.1,72.0,62.4,9.6,54.4,48.0,6.4,3.2,3.2,0.0,5.6,4.8,0.8,2.4,0.0,2.4,6.4,6.4,0.0,0.0,0.8,16.8,5.6,3.2,1.6,32688,2017,,01.03,Agricultural Production Operations.
184,01.05,75,66.7,9.0,8.0,64.0,16.0,76.0,62.0,14.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0,4.0,0.0,24571,2017,,01.05,Agricultural and Domestic Animal Services.
185,01.08,262,84.4,76.3,61.1,54.3,6.8,51.6,47.5,4.1,2.7,2.3,0.5,1.8,0.9,0.9,0.9,0.5,0.5,4.1,3.2,0.9,1.4,0.0,13.1,22.6,0.9,0.9,38891,2017,,01.08,Agricultural Public Services.
186,01.09,1697,69.4,82.2,5.2,43.7,6.5,42.0,37.0,5.0,2.0,2.0,0.0,3.2,2.0,1.2,0.8,0.7,0.1,2.2,2.0,0.3,0.4,0.6,29.6,13.6,3.9,1.7,3444,2017,,01.09,Animal Sciences.
187,01.10,115,39.0,8.5,51.5,48.0,3.5,44.2,42.2,2.0,1.0,0.5,0.5,3.5,3.0,0.5,0.3,0.3,0.0,2.5,2.0,0.5,0.3,0.0,27.5,15.7,3.5,1.5,45326,2017,,01.10,Food Science and Technology.
188,01.11,637,74.4,9.6,7.3,64.8,5.5,52.3,48.7,3.6,5.5,5.3,0.2,5.7,4.6,1.1,0.6,0.6,0.0,6.1,5.5,0.6,1.5,0.8,16.5,8.0,1.3,1.7,38371,2017,,01.11,Plant Sciences.
189,01.12,29,89.7,76.9,53.8,38.5,15.4,53.8,38.5,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,23.1,0.0,0.0,42548,2017,,01.12,Soil Sciences.
190,03.02,855,58.9,81.9,66.3,55.8,1.5,55.0,46.0,8.9,0.8,0.8,0.0,7.5,6.9,0.6,0.2,0.0,0.2,2.8,2.0,0.8,2.2,1.6,9.7,15.7,2.0,2.6,3526,2017,,03.02,Natural Resources Management and Policy.
