,CIPCODE,CIPDESC,INSTNM
636,2615,Neurobiology and Neurosciences.,Simpson College
637,2615,Neurobiology and Neurosciences.,University at Buffalo
638,2615,Neurobiology and Neurosciences.,DePauw University
639,2615,Neurobiology and Neurosciences.,University of North Carolina at Chapel Hill
640,3019,Nutrition Sciences.,University of Washington-Seattle Campus
641,3019,Nutrition Sciences.,San Diego State University
642,3019,Nutrition Sciences.,Syracuse University
643,3019,Nutrition Sciences.,Kansas State University
644,3019,Nutrition Sciences.,The University of Texas at Austin
645,3019,Nutrition Sciences.,The University of Tennessee-Knoxville
646,3019,Nutrition Sciences.,Colorado State University-Fort Collins
647,3019,Nutrition Sciences.,University of Wisconsin-Stevens Point
648,3019,Nutrition Sciences.,Farmingdale State College
649,3019,Nutrition Sciences.,North Carolina State University at Raleigh
650,4008,Physics.,University of North Carolina at Charlotte
651,4008,Physics.,New Mexico Institute of Mining and Technology
652,4008,Physics.,Montclair State University
653,4008,Physics.,University of Connecticut
654,4008,Physics.,CUNY York College
655,4008,Physics.,Westminster College
656,4008,Physics.,University of Massachusetts-Dartmouth
657,4008,Physics.,Seattle University
658,4008,Physics.,University of California-Santa Cruz
659,4008,Physics.,Smith College
660,4509,International Relations and National Security Studies.,Mercer University
661,4509,International Relations and National Security Studies.,Franklin College
662,4509,International Relations and National Security Studies.,Mount St. Mary's University
663,4509,International Relations and National Security Studies.,Spring Hill College
664,4509,International Relations and National Security Studies.,Connecticut College
665,4509,International Relations and National Security Studies.,Illinois Wesleyan University
666,4509,International Relations and National Security Studies.,High Point University
667,4509,International Relations and National Security Studies.,Miami University-Oxford
668,4509,International Relations and National Security Studies.,Saint Leo University
669,4509,International Relations and National Security Studies.,University of Missouri-St Louis
670,5004,Design and Applied Arts.,Robert Morris University
671,5004,Design and Applied Arts.,Graceland University-Lamoni
672,5004,Design and Applied Arts.,Concordia University-Chicago
673,5004,Design and Applied Arts.,University of Puerto Rico-Carolina
674,5004,Design and Applied Arts.,Marist College
675,5004,Design and Applied Arts.,Centenary University
676,5004,Design and Applied Arts.,Troy University
677,5004,Design and Applied Arts.,Bethel College-North Newton
678,5004,Design and Applied Arts.,Viterbo University
679,5004,Design and Applied Arts.,Ball State University
680,5107,Health and Medical Administrative Services.,Idaho State University
681,5107,Health and Medical Administrative Services.,Samford University
682,5107,Health and Medical Administrative Services.,University of Connecticut-Avery Point
683,5107,Health and Medical Administrative Services.,West Virginia University
684,5107,Health and Medical Administrative Services.,Brenau University
685,5107,Health and Medical Administrative Services.,California State University-San Bernardino
686,5107,Health and Medical Administrative Services.,Pennsylvania State University-Main Campus
687,5107,Health and Medical Administrative Services.,DeSales University
688,5107,Health and Medical Administrative Services.,University of Pittsburgh-Greensburg
689,5107,Health and Medical Administrative Services.,Universidad Ana G. Mendez-Cupey Campus
690,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",University of South Carolina-Upstate
691,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Middle Georgia State University
692,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Presentation College
693,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",California State University-Los Angeles
694,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",California State University-San Bernardino
695,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Morgan State University
696,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",CUNY Lehman College
697,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",East Tennessee State University
698,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Upstate Medical University
699,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Baylor University
700,5209,Hospitality Administration/Management.,Purdue University Fort Wayne
701,5209,Hospitality Administration/Management.,Thomas College
702,5209,Hospitality Administration/Management.,SUNY College of Technology at Delhi
703,5209,Hospitality Administration/Management.,University of North Carolina at Greensboro
704,5209,Hospitality Administration/Management.,University of Houston
705,5209,Hospitality Administration/Management.,Johnson & Wales University-Providence
706,5209,Hospitality Administration/Management.,Fairleigh Dickinson University-Florham Campus
707,5209,Hospitality Administration/Management.,Arizona State University-Downtown Phoenix
708,5209,Hospitality Administration/Management.,Northern Michigan University
709,5209,Hospitality Administration/Management.,Temple University
710,5206,Business/Managerial Economics.,Stetson University
711,5206,Business/Managerial Economics.,Saint Louis University
712,5206,Business/Managerial Economics.,Auburn University
713,5206,Business/Managerial Economics.,Troy University
714,5206,Business/Managerial Economics.,Ottawa University-Kansas City
715,5206,Business/Managerial Economics.,Ohio University-Zanesville Campus
716,5206,Business/Managerial Economics.,Wright State University-Main Campus
717,5206,Business/Managerial Economics.,Ohio University-Eastern Campus
718,5206,Business/Managerial Economics.,University of Nebraska-Lincoln
719,5206,Business/Managerial Economics.,Houston Baptist University
720,5207,Entrepreneurial and Small Business Operations.,Clarkson University
721,5207,Entrepreneurial and Small Business Operations.,Shenandoah University
722,5207,Entrepreneurial and Small Business Operations.,West Virginia University
723,5207,Entrepreneurial and Small Business Operations.,University of Scranton
724,5207,Entrepreneurial and Small Business Operations.,Gardner-Webb University
725,5207,Entrepreneurial and Small Business Operations.,Loyola University Chicago
726,5207,Entrepreneurial and Small Business Operations.,Franklin University
727,5207,Entrepreneurial and Small Business Operations.,Western Kentucky University
728,5207,Entrepreneurial and Small Business Operations.,San Jose State University
729,5207,Entrepreneurial and Small Business Operations.,Thomas College
730,5220,Construction Management.,West Virginia University Institute of Technology
731,5220,Construction Management.,Kent State University at Kent
732,5220,Construction Management.,Colorado State University Pueblo
733,5220,Construction Management.,Northern Arizona University
734,5220,Construction Management.,University of Alaska Anchorage
735,5220,Construction Management.,University of Denver
736,5220,Construction Management.,University of Wisconsin-Stout
737,5220,Construction Management.,Lawrence Technological University
738,5220,Construction Management.,Norwich University
739,5220,Construction Management.,Mississippi State University
740,302,Natural Resources Management and Policy.,Delaware State University
741,302,Natural Resources Management and Policy.,Montana State University
742,302,Natural Resources Management and Policy.,Loyola University Chicago
743,302,Natural Resources Management and Policy.,Western Carolina University
744,302,Natural Resources Management and Policy.,Roanoke College
745,302,Natural Resources Management and Policy.,Florida Gulf Coast University
746,302,Natural Resources Management and Policy.,University of Hawaii at Manoa
747,302,Natural Resources Management and Policy.,Washington State University
748,302,Natural Resources Management and Policy.,Alderson Broaddus University
749,302,Natural Resources Management and Policy.,University of New Haven
750,1105,Computer Systems Analysis.,Washburn University
751,1105,Computer Systems Analysis.,Keiser University-Ft Lauderdale
752,1105,Computer Systems Analysis.,West Virginia University Institute of Technology
753,1105,Computer Systems Analysis.,Lindenwood University
754,1105,Computer Systems Analysis.,University of Puerto Rico-Mayaguez
755,1105,Computer Systems Analysis.,Dunwoody College of Technology
756,1105,Computer Systems Analysis.,Saint Ambrose University
757,1105,Computer Systems Analysis.,California State University-San Marcos
758,1105,Computer Systems Analysis.,Castleton University
759,1105,Computer Systems Analysis.,Carroll College
760,1407,Chemical Engineering.,University of Puerto Rico-Mayaguez
761,1407,Chemical Engineering.,Louisiana Tech University
762,1407,Chemical Engineering.,Texas Tech University
763,1407,Chemical Engineering.,University of Missouri-Columbia
764,1407,Chemical Engineering.,Cooper Union for the Advancement of Science and Art
765,1407,Chemical Engineering.,University of Wyoming
766,1407,Chemical Engineering.,California Baptist University
767,1407,Chemical Engineering.,New York University
768,1407,Chemical Engineering.,New Mexico State University-Main Campus
769,1407,Chemical Engineering.,University of Chicago
770,1418,Materials Engineering,University of Pennsylvania
771,1418,Materials Engineering,University of Connecticut
772,1418,Materials Engineering,University of Wisconsin-Madison
773,1418,Materials Engineering,New Mexico Institute of Mining and Technology
774,1418,Materials Engineering,Purdue University-Main Campus
775,1418,Materials Engineering,University of Florida
776,1418,Materials Engineering,Michigan State University
777,1418,Materials Engineering,Boise State University
778,1418,Materials Engineering,California Institute of Technology
779,1418,Materials Engineering,University of Connecticut-Waterbury Campus
780,1905,"Foods, Nutrition, and Related Services.",Ohio University-Lancaster Campus
781,1905,"Foods, Nutrition, and Related Services.",University of Alaska Anchorage
782,1905,"Foods, Nutrition, and Related Services.",Central Michigan University
783,1905,"Foods, Nutrition, and Related Services.",North Carolina A & T State University
784,1905,"Foods, Nutrition, and Related Services.",University of Minnesota-Twin Cities
785,1905,"Foods, Nutrition, and Related Services.",University of New Mexico-Main Campus
786,1905,"Foods, Nutrition, and Related Services.",Ohio University-Southern Campus
787,1905,"Foods, Nutrition, and Related Services.",Bluffton University
788,1905,"Foods, Nutrition, and Related Services.",University of Central Arkansas
789,1905,"Foods, Nutrition, and Related Services.",East Stroudsburg University of Pennsylvania
790,1909,Apparel and Textiles.,Northwest Missouri State University
791,1909,Apparel and Textiles.,Miami University-Oxford
792,1909,Apparel and Textiles.,Northern Illinois University
793,1909,Apparel and Textiles.,Ohio University-Eastern Campus
794,1909,Apparel and Textiles.,University of Maryland-College Park
795,1909,Apparel and Textiles.,University of Hawaii at Manoa
796,1909,Apparel and Textiles.,Washington State University
797,1909,Apparel and Textiles.,Seattle Pacific University
798,1909,Apparel and Textiles.,Savannah College of Art and Design
799,1909,Apparel and Textiles.,Middle Tennessee State University
800,2200,Non-Professional General Legal Studies (Undergraduate).,Bob Jones University
801,2200,Non-Professional General Legal Studies (Undergraduate).,Wilmington University
802,2200,Non-Professional General Legal Studies (Undergraduate).,Hodges University
803,2200,Non-Professional General Legal Studies (Undergraduate).,Morehead State University
804,2200,Non-Professional General Legal Studies (Undergraduate).,The University of Texas at San Antonio
805,2200,Non-Professional General Legal Studies (Undergraduate).,The College of New Rochelle
806,2200,Non-Professional General Legal Studies (Undergraduate).,The University of Texas Rio Grande Valley
807,2200,Non-Professional General Legal Studies (Undergraduate).,Saint Louis University
808,2200,Non-Professional General Legal Studies (Undergraduate).,William Peace University
809,2200,Non-Professional General Legal Studies (Undergraduate).,Denison University
810,3025,Cognitive Science.,University of Massachusetts-Boston
811,3025,Cognitive Science.,Occidental College
812,3025,Cognitive Science.,The University of Texas at Dallas
813,3025,Cognitive Science.,Loyola University New Orleans
814,3025,Cognitive Science.,California State University-Fresno
815,3025,Cognitive Science.,Stanford University
816,3025,Cognitive Science.,University of California-Merced
817,3025,Cognitive Science.,Rutgers University-New Brunswick
818,3025,Cognitive Science.,Swarthmore College
819,3025,Cognitive Science.,Beloit College
820,3103,"Parks, Recreation and Leisure Facilities Management.",Johnson & Wales University-North Miami
821,3103,"Parks, Recreation and Leisure Facilities Management.",Lock Haven University
822,3103,"Parks, Recreation and Leisure Facilities Management.",Belmont Abbey College
823,3103,"Parks, Recreation and Leisure Facilities Management.",University of Minnesota-Twin Cities
824,3103,"Parks, Recreation and Leisure Facilities Management.",Webber International University
825,3103,"Parks, Recreation and Leisure Facilities Management.",University of St Francis
826,3103,"Parks, Recreation and Leisure Facilities Management.",Winona State University
827,3103,"Parks, Recreation and Leisure Facilities Management.",The University of Montana
828,3103,"Parks, Recreation and Leisure Facilities Management.",Johnson & Wales University-Charlotte
829,3103,"Parks, Recreation and Leisure Facilities Management.",University of Maine
830,3801,Philosophy.,Emmanuel College
831,3801,Philosophy.,The College of Saint Rose
832,3801,Philosophy.,Iowa State University
833,3801,Philosophy.,California State University-Sacramento
834,3801,Philosophy.,Assumption University
835,3801,Philosophy.,Millikin University
836,3801,Philosophy.,Ohio Dominican University
837,3801,Philosophy.,Holy Names University
838,3801,Philosophy.,American University
839,3801,Philosophy.,University of Northern Iowa
840,3802,Religion/Religious Studies.,Bryn Athyn College of the New Church
841,3802,Religion/Religious Studies.,Beloit College
842,3802,Religion/Religious Studies.,Huntington University
843,3802,Religion/Religious Studies.,University of Tulsa
844,3802,Religion/Religious Studies.,Molloy College
845,3802,Religion/Religious Studies.,Dickinson College
846,3802,Religion/Religious Studies.,Southwestern University
847,3802,Religion/Religious Studies.,Drake University
848,3802,Religion/Religious Studies.,Harvey Mudd College
849,3802,Religion/Religious Studies.,Saint Edward's University
850,4006,Geological and Earth Sciences/Geosciences.,West Chester University of Pennsylvania
851,4006,Geological and Earth Sciences/Geosciences.,University of Southern Maine
852,4006,Geological and Earth Sciences/Geosciences.,William & Mary
853,4006,Geological and Earth Sciences/Geosciences.,West Virginia University
854,4006,Geological and Earth Sciences/Geosciences.,Indiana University of Pennsylvania-Main Campus
855,4006,Geological and Earth Sciences/Geosciences.,Skidmore College
856,4006,Geological and Earth Sciences/Geosciences.,University of Arizona
857,4006,Geological and Earth Sciences/Geosciences.,Alaska Pacific University
858,4006,Geological and Earth Sciences/Geosciences.,Vanderbilt University
859,4006,Geological and Earth Sciences/Geosciences.,Elmira College
860,4228,"Clinical, Counseling and Applied Psychology.",Saint Joseph's University
861,4228,"Clinical, Counseling and Applied Psychology.",Purdue University Global-Mason City
862,4228,"Clinical, Counseling and Applied Psychology.",Oakland City University
863,4228,"Clinical, Counseling and Applied Psychology.",Greenville University
864,4228,"Clinical, Counseling and Applied Psychology.",Azusa Pacific University
865,4228,"Clinical, Counseling and Applied Psychology.",Hobe Sound Bible College
866,4228,"Clinical, Counseling and Applied Psychology.",Cornerstone University
867,4228,"Clinical, Counseling and Applied Psychology.",Coker University
868,4228,"Clinical, Counseling and Applied Psychology.",St. Joseph's College-Long Island
869,4228,"Clinical, Counseling and Applied Psychology.",Grace College and Theological Seminary
870,4407,Social Work.,Barton College
871,4407,Social Work.,Inter American University of Puerto Rico-Barranquitas
872,4407,Social Work.,SUNY Polytechnic Institute
873,4407,Social Work.,Valparaiso University
874,4407,Social Work.,Northeastern State University
875,4407,Social Work.,Weber State University
876,4407,Social Work.,College of the Ozarks
877,4407,Social Work.,Pontifical Catholic University of Puerto Rico-Mayaguez
878,4407,Social Work.,Spalding University
879,4407,Social Work.,California State University-Sacramento
880,4501,"Social Sciences, General.",New England College
881,4501,"Social Sciences, General.",California State University-Sacramento
882,4501,"Social Sciences, General.",Excelsior College
883,4501,"Social Sciences, General.",The University of Texas at Tyler
884,4501,"Social Sciences, General.",Wilmington College
885,4501,"Social Sciences, General.",Daemen University
886,4501,"Social Sciences, General.",University of Utah
887,4501,"Social Sciences, General.",Viterbo University
888,4501,"Social Sciences, General.",William Carey University
889,4501,"Social Sciences, General.",Texas A & M International University
890,4502,Anthropology.,Northeastern Illinois University
891,4502,Anthropology.,Washington University in St Louis
892,4502,Anthropology.,University of Delaware
893,4502,Anthropology.,Central Michigan University
894,4502,Anthropology.,Appalachian State University
895,4502,Anthropology.,The University of Texas Rio Grande Valley
896,4502,Anthropology.,Texas Tech University
897,4502,Anthropology.,Middlebury College
898,4502,Anthropology.,Texas State University
899,4502,Anthropology.,William & Mary
900,5005,Drama/Theatre Arts and Stagecraft.,Dillard University
901,5005,Drama/Theatre Arts and Stagecraft.,Occidental College
902,5005,Drama/Theatre Arts and Stagecraft.,Kutztown University of Pennsylvania
903,5005,Drama/Theatre Arts and Stagecraft.,Charleston Southern University
904,5005,Drama/Theatre Arts and Stagecraft.,College of the Ozarks
905,5005,Drama/Theatre Arts and Stagecraft.,McDaniel College
906,5005,Drama/Theatre Arts and Stagecraft.,Guilford College
907,5005,Drama/Theatre Arts and Stagecraft.,Westminster College
908,5005,Drama/Theatre Arts and Stagecraft.,Bowdoin College
909,5005,Drama/Theatre Arts and Stagecraft.,Concordia University-Chicago
910,5006,Film/Video and Photographic Arts.,Art Academy of Cincinnati
911,5006,Film/Video and Photographic Arts.,Moore College of Art and Design
912,5006,Film/Video and Photographic Arts.,Memphis College of Art
913,5006,Film/Video and Photographic Arts.,Bethany College
914,5006,Film/Video and Photographic Arts.,University of Michigan-Ann Arbor
915,5006,Film/Video and Photographic Arts.,Ohio Wesleyan University
916,5006,Film/Video and Photographic Arts.,Institute of American Indian and Alaska Native Culture and Arts Development
917,5006,Film/Video and Photographic Arts.,Castleton University
918,5006,Film/Video and Photographic Arts.,University of Iowa
919,5006,Film/Video and Photographic Arts.,Saint Edward's University
920,5007,Fine and Studio Arts.,Ursinus College
921,5007,Fine and Studio Arts.,Maryville University of Saint Louis
922,5007,Fine and Studio Arts.,Goucher College
923,5007,Fine and Studio Arts.,School of the Art Institute of Chicago
924,5007,Fine and Studio Arts.,Marian University
925,5007,Fine and Studio Arts.,Southern Illinois University-Carbondale
926,5007,Fine and Studio Arts.,Ferrum College
927,5007,Fine and Studio Arts.,Earlham College
928,5007,Fine and Studio Arts.,Landmark College
929,5007,Fine and Studio Arts.,Virginia Commonwealth University
930,5009,Music.,Murray State University
931,5009,Music.,Georgia Southwestern State University
932,5009,Music.,University of South Carolina-Columbia
933,5009,Music.,California Jazz Conservatory
934,5009,Music.,Chadron State College
935,5009,Music.,Sam Houston State University
936,5009,Music.,Illinois College
937,5009,Music.,Averett University
938,5009,Music.,University of Northwestern-St Paul
939,5009,Music.,Lindenwood University
940,5102,Communication Disorders Sciences and Services.,Illinois State University
941,5102,Communication Disorders Sciences and Services.,Eastern Washington University
942,5102,Communication Disorders Sciences and Services.,CUNY Hunter College
943,5102,Communication Disorders Sciences and Services.,University of South Dakota
944,5102,Communication Disorders Sciences and Services.,Central Michigan University
945,5102,Communication Disorders Sciences and Services.,Indiana University of Pennsylvania-Main Campus
946,5102,Communication Disorders Sciences and Services.,The University of Tennessee Health Science Center
947,5102,Communication Disorders Sciences and Services.,Iona College
948,5102,Communication Disorders Sciences and Services.,La Salle University
949,5102,Communication Disorders Sciences and Services.,University of West Georgia
950,5111,Health/Medical Preparatory Programs.,Iowa Wesleyan University
951,5111,Health/Medical Preparatory Programs.,University of Saint Mary
952,5111,Health/Medical Preparatory Programs.,Ohio State University-Main Campus
953,5111,Health/Medical Preparatory Programs.,Maharishi International University
954,5111,Health/Medical Preparatory Programs.,Judson College
955,5111,Health/Medical Preparatory Programs.,Medaille College
956,5111,Health/Medical Preparatory Programs.,College of Saint Benedict
957,5111,Health/Medical Preparatory Programs.,Fresno Pacific University
958,5111,Health/Medical Preparatory Programs.,Cleveland State University
959,5111,Health/Medical Preparatory Programs.,The University of Findlay
960,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",University of Oklahoma-Norman Campus
961,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",Western New England University
962,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",Cleveland State University
963,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",University of Utah
964,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",Rutgers University-New Brunswick
965,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",University of South Carolina-Columbia
966,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",Northeastern University
967,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",University of Cincinnati-Main Campus
968,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",Emory & Henry College
969,5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",Belmont University
970,5201,"Business/Commerce, General.",Trinity Baptist College
971,5201,"Business/Commerce, General.",Belmont University
972,5201,"Business/Commerce, General.",Rosemont College
973,5201,"Business/Commerce, General.",Virginia Commonwealth University
974,5201,"Business/Commerce, General.",Temple University
975,5201,"Business/Commerce, General.",University of Arizona-Sierra Vista
976,5201,"Business/Commerce, General.",Regis University
977,5201,"Business/Commerce, General.",Bluefield University
978,5201,"Business/Commerce, General.",Wright State University-Main Campus
979,5201,"Business/Commerce, General.",Christian Brothers University
980,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Ursuline College
981,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Ferris State University
982,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Davis & Elkins College
983,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Adrian College
984,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Grace College and Theological Seminary
985,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Saint Ambrose University
986,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Olivet Nazarene University
987,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Concord University
988,5219,"Specialized Sales, Merchandising and  Marketing Operations.",SUNY College of Technology at Delhi
989,5219,"Specialized Sales, Merchandising and  Marketing Operations.",Fashion Institute of Technology
990,5205,Business/Corporate Communications.,Aquinas College
991,5205,Business/Corporate Communications.,Point Loma Nazarene University
992,5205,Business/Corporate Communications.,Concordia University-Nebraska
993,5205,Business/Corporate Communications.,Nichols College
994,5205,Business/Corporate Communications.,Morningside University
995,5205,Business/Corporate Communications.,Christian Brothers University
996,5205,Business/Corporate Communications.,Pennsylvania State University-Penn State Scranton
997,5205,Business/Corporate Communications.,Rockhurst University
998,5205,Business/Corporate Communications.,Fort Hays State University
999,5205,Business/Corporate Communications.,Saint Leo University
1000,110,Food Science and Technology.,Mount Mary University
1001,110,Food Science and Technology.,California State Polytechnic University-Pomona
1002,110,Food Science and Technology.,University of Wisconsin-River Falls
1003,110,Food Science and Technology.,Pennsylvania State University-Main Campus
1004,110,Food Science and Technology.,University of Nebraska-Lincoln
1005,110,Food Science and Technology.,Bay Path University
1006,110,Food Science and Technology.,Appalachian State University
1007,110,Food Science and Technology.,University of Massachusetts-Amherst
1008,110,Food Science and Technology.,New Mexico State University-Main Campus
1009,110,Food Science and Technology.,South Dakota State University
1010,1907,"Human Development, Family Studies, and Related Services.",Northwest Missouri State University
1011,1907,"Human Development, Family Studies, and Related Services.",George Mason University
1012,1907,"Human Development, Family Studies, and Related Services.",Pennsylvania State University-Main Campus
1013,1907,"Human Development, Family Studies, and Related Services.",Anderson University
1014,1907,"Human Development, Family Studies, and Related Services.",Lesley University
1015,1907,"Human Development, Family Studies, and Related Services.",Ohio University-Southern Campus
1016,1907,"Human Development, Family Studies, and Related Services.",Whittier College
1017,1907,"Human Development, Family Studies, and Related Services.",University of Alaska Fairbanks
1018,1907,"Human Development, Family Studies, and Related Services.",University of Idaho
1019,1907,"Human Development, Family Studies, and Related Services.",Bacone College
1020,5215,Real Estate.,Virginia Commonwealth University
1021,5215,Real Estate.,Temple University
1022,5215,Real Estate.,California State University-Northridge
1023,5215,Real Estate.,University of Wisconsin-Stout
1024,5215,Real Estate.,University of Northern Iowa
1025,5215,Real Estate.,University of Connecticut
1026,5215,Real Estate.,DePaul University
1027,5215,Real Estate.,University of South Carolina-Columbia
1028,5215,Real Estate.,Saint Cloud State University
1029,5215,Real Estate.,Portland State University
1030,109,Animal Sciences.,University of Wisconsin-Madison
1031,109,Animal Sciences.,Berry College
1032,109,Animal Sciences.,University of Vermont
1033,109,Animal Sciences.,University of California-Davis
1034,109,Animal Sciences.,Wilson College
1035,109,Animal Sciences.,Iowa State University
1036,109,Animal Sciences.,Cornell University
1037,109,Animal Sciences.,University of Nebraska-Lincoln
1038,109,Animal Sciences.,University of Arkansas
1039,109,Animal Sciences.,University of Delaware
1040,111,Plant Sciences.,North Carolina State University at Raleigh
1041,111,Plant Sciences.,Delaware Valley University
1042,111,Plant Sciences.,Cornell University
1043,111,Plant Sciences.,Missouri State University-Springfield
1044,111,Plant Sciences.,The University of Tennessee-Knoxville
1045,111,Plant Sciences.,California State Polytechnic University-Humboldt
1046,111,Plant Sciences.,University of Massachusetts-Amherst
1047,111,Plant Sciences.,University of Wisconsin-River Falls
1048,111,Plant Sciences.,Andrews University
1049,111,Plant Sciences.,Texas A & M University-Kingsville
1050,501,Area Studies.,Syracuse University
1051,501,Area Studies.,Mount Saint Mary's University
1052,501,Area Studies.,University of North Dakota
1053,501,Area Studies.,Azusa Pacific University
1054,501,Area Studies.,Tulane University of Louisiana
1055,501,Area Studies.,Hofstra University
1056,501,Area Studies.,Ave Maria University
1057,501,Area Studies.,California State University-Long Beach
1058,501,Area Studies.,University of Connecticut-Hartford Campus
1059,501,Area Studies.,Georgetown University
1060,904,Journalism.,Pennsylvania State University-Penn State Brandywine
1061,904,Journalism.,West Texas A & M University
1062,904,Journalism.,Florida Agricultural and Mechanical University
1063,904,Journalism.,Valparaiso University
1064,904,Journalism.,Oklahoma Baptist University
1065,904,Journalism.,University of Northwestern-St Paul
1066,904,Journalism.,Keene State College
1067,904,Journalism.,University of Mississippi
1068,904,Journalism.,Loras College
1069,904,Journalism.,University of Iowa
1070,907,"Radio, Television, and Digital Communication.",Carnegie Mellon University
1071,907,"Radio, Television, and Digital Communication.",Bowling Green State University-Main Campus
1072,907,"Radio, Television, and Digital Communication.",Marywood University
1073,907,"Radio, Television, and Digital Communication.",Purdue University Global-Milwaukee
1074,907,"Radio, Television, and Digital Communication.",Eastern Kentucky University
1075,907,"Radio, Television, and Digital Communication.",University of North Texas at Dallas
1076,907,"Radio, Television, and Digital Communication.",Loyola University Chicago
1077,907,"Radio, Television, and Digital Communication.",Middle Tennessee State University
1078,907,"Radio, Television, and Digital Communication.",Ithaca College
1079,907,"Radio, Television, and Digital Communication.",The College of New Rochelle
1080,1102,Computer Programming.,Youngstown State University
1081,1102,Computer Programming.,Siena College
1082,1102,Computer Programming.,University of Missouri-St Louis
1083,1102,Computer Programming.,California College San Diego
1084,1102,Computer Programming.,Holy Family University
1085,1102,Computer Programming.,Limestone University
1086,1102,Computer Programming.,CollegeAmerica-Flagstaff
1087,1102,Computer Programming.,Herzing University-Orlando
1088,1102,Computer Programming.,Ferrum College
1089,1102,Computer Programming.,Herzing University-Toledo
1090,1104,Information Science/Studies.,Texas A & M University-Commerce
1091,1104,Information Science/Studies.,Thiel College
1092,1104,Information Science/Studies.,The University of Texas Rio Grande Valley
1093,1104,Information Science/Studies.,Averett University
1094,1104,Information Science/Studies.,California State University-Stanislaus
1095,1104,Information Science/Studies.,Charleston Southern University
1096,1104,Information Science/Studies.,University of Michigan-Ann Arbor
1097,1104,Information Science/Studies.,Bowling Green State University-Main Campus
1098,1104,Information Science/Studies.,Bellevue University
1099,1104,Information Science/Studies.,Boise State University
1100,1510,Construction Engineering Technologies.,Purdue University Northwest
1101,1510,Construction Engineering Technologies.,Lawrence Technological University
1102,1510,Construction Engineering Technologies.,Rockford University
1103,1510,Construction Engineering Technologies.,University of North Florida
1104,1510,Construction Engineering Technologies.,Thomas Jefferson University
1105,1510,Construction Engineering Technologies.,Texas A & M University-College Station
1106,1510,Construction Engineering Technologies.,Colorado State University-Fort Collins
1107,1510,Construction Engineering Technologies.,Montana State University
1108,1510,Construction Engineering Technologies.,California State Polytechnic University-Pomona
1109,1510,Construction Engineering Technologies.,Michigan State University
