,cip_code,total_graduates,knowledge_rate,career_outcomes_perc,total_perc_employed_overall,total_perc_employed_full_time,total_perc_employed_part_time,perc_standard_employment_overall,perc_standard_full_time,perc_standard_part_time,perc_entrepreneur_overall,perc_entrepreneur_full_time,perc_entrepreneur_part_time,perc_temp_contract_overall,perc_temp_contract_full_time,perc_temp_contract_part_time,perc_freelance_overall,perc_freelance_full_time,perc_freelance_part_time,perc_fellowship_intern_overall,perc_fellowship_intern_full_time,perc_fellowship_intern_part_time,perc_service,perc_military,perc_continuing_ed,perc_seeking_employment,perc_seeking_continuing_ed,perc_not_seeking,mean_starting_salary,year,perc_still_seeking_overall
112,0302,668,64.1,82.7,63.8,55.8,7.9,47.2,42.1,5.1,1.6,1.4,0.2,9.6,8.2,1.4,0.2,0.0,0.2,5.1,4.2,0.9,2.8,0.9,13.1,15.7,1.2,2.6,35785,2018,
113,0904,4253,68.2,84.1,73.9,65.6,8.3,63.8,57.9,5.9,1.0,0.9,0.1,2.7,1.9,0.8,2.0,1.1,0.9,4.4,3.9,0.6,0.4,0.1,8.8,13.9,1.8,1.0,35274,2018,
114,0907,1183,72.6,74.0,64.0,55.6,8.4,54.8,48.9,5.9,1.3,1.3,0.0,2.7,2.0,0.7,3.5,1.9,1.6,1.7,1.6,0.1,0.5,0.0,7.3,23.5,1.7,2.9,42574,2018,
115,0909,553,78.2,82.8,73.0,67.0,6.0,66.1,61.3,4.8,0.9,0.8,0.1,2.0,1.5,0.5,0.7,0.6,0.1,3.2,2.7,0.5,0.7,0.2,8.4,16.1,1.0,0.7,39916,2018,
116,0901,1264,66.9,85.3,71.5,64.8,6.7,63.7,58.7,5.0,1.0,0.9,0.1,2.3,1.6,0.7,1.1,0.7,0.4,3.4,2.9,0.5,0.7,0.4,11.7,13.0,1.5,1.1,39775,2018,
117,1105,622,69.5,89.3,8.1,78.9,1.2,78.2,77.3,0.9,0.0,0.0,0.0,1.2,0.9,0.2,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.9,7.4,1.6,0.0,0.9,57442,2018,
118,1101,3843,72.8,82.4,72.2,68.7,3.5,67.2,64.7,2.5,0.6,0.6,0.0,1.9,1.5,0.4,0.4,0.1,0.3,2.2,1.9,0.3,0.2,0.8,7.4,16.0,1.2,2.2,7564,2018,
119,1310,1677,69.0,85.6,7.1,65.9,4.5,65.3,62.0,3.3,0.2,0.2,0.0,4.2,3.3,1.0,0.3,0.3,0.1,0.4,0.3,0.2,0.3,0.0,13.2,11.8,2.3,2.4,38911,2018,
120,1312,724,72.6,82.9,71.5,66.1,5.4,66.5,61.9,4.6,0.2,0.2,0.0,4.1,3.6,0.6,0.2,0.1,0.1,0.4,0.4,0.1,0.7,0.1,1.2,16.2,0.9,0.5,36562,2018,
121,1405,2457,76.7,86.6,52.9,51.6,1.3,49.1,48.1,1.0,0.4,0.4,0.0,1.3,1.2,0.2,0.1,0.1,0.0,2.0,1.9,0.2,0.5,0.6,31.6,1.3,2.9,1.2,5915,2018,
122,1407,4231,77.8,84.1,65.3,64.4,0.9,62.6,61.9,0.7,0.5,0.5,0.0,1.0,0.8,0.2,0.1,0.1,0.0,1.1,1.1,0.0,0.2,0.5,17.4,14.3,1.5,0.9,67913,2018,
123,1408,3723,77.3,88.3,7.4,69.7,0.8,67.7,67.0,0.6,0.6,0.6,0.0,0.6,0.6,0.0,0.1,0.1,0.0,1.4,1.2,0.1,0.4,1.1,15.9,1.5,1.0,0.7,57965,2018,
124,1410,5352,75.7,89.6,64.6,63.5,1.1,61.4,6.5,0.8,0.9,0.9,0.0,0.8,0.7,0.1,0.2,0.2,0.0,1.3,1.2,0.1,0.0,0.6,23.7,9.2,1.1,0.8,72619,2018,
125,1418,652,71.0,87.2,54.4,53.6,0.9,51.6,51.0,0.6,0.2,0.2,0.0,0.9,0.6,0.2,0.0,0.0,0.0,1.7,1.7,0.0,0.0,0.4,31.7,11.0,1.7,0.6,64576,2018,
126,1435,1925,73.5,91.3,78.9,78.1,0.7,76.8,76.2,0.6,0.6,0.6,0.0,0.8,0.7,0.1,0.1,0.1,0.0,0.4,0.4,0.0,0.1,1.1,1.2,7.9,0.7,1.1,6468,2018,
127,1508,888,72.9,88.8,78.4,75.6,2.8,76.8,74.5,2.3,0.5,0.2,0.3,0.5,0.3,0.2,0.2,0.2,0.0,0.5,0.5,0.0,0.0,2.0,6.6,1.7,0.3,2.0,59768,2018,
128,1515,526,71.3,0.0,8.5,78.7,1.9,73.6,72.3,1.3,1.9,1.6,0.0,2.7,2.4,0.3,0.3,0.3,0.0,2.1,2.1,0.0,0.3,1.6,6.1,1.4,0.5,0.5,63133,2018,
129,1601,1278,63.3,83.3,53.2,48.1,5.1,46.4,42.6,3.7,1.1,1.1,0.0,2.8,2.0,0.9,0.2,0.0,0.2,2.6,2.3,0.2,2.0,1.6,25.1,1.9,5.6,1.7,3991,2018,
130,1609,2335,72.8,85.9,55.3,49.5,5.8,47.6,43.7,3.8,0.1,0.0,0.1,3.9,2.6,1.4,0.8,0.5,0.4,2.9,2.7,0.2,3.4,0.6,25.2,9.9,4.0,1.6,4851,2018,
131,1901,897,69.0,86.0,65.1,6.3,4.8,58.8,54.8,4.0,1.3,1.0,0.3,0.6,0.5,0.2,0.6,0.5,0.2,3.7,3.6,0.2,1.3,0.2,17.9,9.5,4.2,1.8,36145,2018,
132,1905,736,73.5,82.4,37.0,32.7,4.3,35.9,32.0,3.9,0.4,0.0,0.4,0.6,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.7,0.7,42.1,14.8,2.6,1.1,33887,2018,
133,1909,736,79.1,76.3,72.2,69.2,2.9,65.6,63.6,2.1,1.2,1.2,0.0,1.9,1.4,0.5,0.5,0.3,0.2,2.9,2.7,0.2,0.2,0.0,3.1,22.9,0.5,1.2,3947,2018,
134,2200,869,68.6,82.4,54.2,49.0,5.2,5.7,46.5,4.2,0.5,0.3,0.2,1.8,1.2,0.7,0.0,0.0,0.0,1.2,1.0,0.2,1.5,1.3,21.3,9.2,7.6,4.9,39719,2018,
135,2301,6898,69.3,79.6,54.2,45.3,8.9,47.9,4.8,7.0,0.6,0.5,0.1,2.9,1.9,1.1,0.9,0.5,0.4,1.9,1.6,0.3,1.8,0.3,21.8,16.4,3.6,1.8,36296,2018,
136,2615,2129,73.0,83.7,46.4,41.1,5.3,42.3,38.1,4.2,0.2,0.0,0.2,1.9,1.2,0.6,0.2,0.1,0.1,1.8,1.7,0.1,1.2,0.4,34.5,7.4,8.6,1.5,3871,2018,
137,2701,4879,68.8,85.5,5.1,47.0,3.0,46.7,44.3,2.4,0.4,0.4,0.0,1.6,1.3,0.3,0.1,0.0,0.1,1.2,1.0,0.2,0.8,0.7,33.0,11.2,3.2,1.1,59681,2018,
138,3019,1165,72.7,81.2,46.4,43.4,3.0,42.5,4.1,2.4,0.4,0.4,0.0,0.8,0.4,0.5,0.2,0.2,0.0,2.5,2.4,0.1,0.7,1.1,3.1,11.2,7.0,3.5,37335,2018,
139,3020,2575,62.6,86.9,6.3,54.3,6.0,49.2,45.6,3.6,0.6,0.6,0.0,5.5,3.9,1.5,0.4,0.2,0.2,4.7,4.1,0.6,5.0,1.9,17.4,1.2,2.5,2.7,41152,2018,
140,3025,526,77.8,94.8,66.0,64.3,1.7,57.0,56.7,0.2,0.5,0.5,0.0,4.4,3.4,1.0,0.5,0.5,0.0,3.7,3.2,0.5,0.5,0.2,26.9,2.4,2.7,1.2,46796,2018,
141,3103,527,63.4,86.4,76.0,69.2,6.9,71.9,65.3,6.6,1.5,1.5,0.0,2.4,2.1,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.6,0.9,7.8,12.6,0.9,1.2,34779,2018,
142,3105,1469,67.7,83.0,49.8,42.6,7.2,45.3,39.1,6.2,0.8,0.6,0.2,1.6,1.1,0.5,0.4,0.2,0.2,1.7,1.5,0.2,0.5,0.6,31.0,9.0,7.8,1.2,3323,2018,
143,3801,527,63.4,86.4,76.0,69.2,6.9,71.9,65.3,6.6,1.5,1.5,0.0,2.4,2.1,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.6,0.9,7.8,12.6,0.9,1.2,34779,2018,
144,3802,1469,67.7,83.0,49.8,42.6,7.2,45.3,39.1,6.2,0.8,0.6,0.2,1.6,1.1,0.5,0.4,0.2,0.2,1.7,1.5,0.2,0.5,0.6,31.0,9.0,7.8,1.2,3323,2018,
145,4006,1361,64.4,8.6,5.7,47.4,3.3,45.4,42.8,2.6,0.3,0.2,0.1,3.0,2.6,0.3,0.2,0.2,0.0,1.8,1.6,0.2,1.1,0.9,26.8,15.1,4.1,1.3,41183,2018,
146,4008,1962,62.5,86.0,39.3,35.6,3.7,34.1,31.5,2.6,0.2,0.2,0.0,2.4,2.0,0.3,0.4,0.2,0.2,2.1,1.6,0.5,0.9,1.5,43.4,9.7,4.2,1.0,5782,2018,
147,4201,21922,67.4,8.6,46.2,39.6,6.6,42.7,37.1,5.7,0.4,0.3,0.1,1.6,1.1,0.6,0.4,0.2,0.1,1.0,0.9,0.2,1.4,0.6,31.0,11.5,7.6,1.6,34959,2018,
148,4228,579,81.9,92.9,57.2,51.7,5.5,54.4,49.8,4.6,0.4,0.4,0.0,1.3,0.6,0.6,0.0,0.0,0.0,1.1,0.8,0.2,1.9,0.2,29.5,5.3,1.5,4.4,37642,2018,
149,4405,528,68.9,9.1,68.7,64.6,4.1,6.2,58.2,1.9,0.5,0.3,0.3,3.0,2.2,0.8,0.0,0.0,0.0,4.9,3.8,1.1,1.6,0.3,19.2,7.7,2.2,0.3,46795,2018,
150,4407,3912,68.5,87.4,42.9,37.7,5.1,39.8,35.5,4.3,0.1,0.0,0.1,1.7,1.2,0.5,0.2,0.2,0.0,1.1,0.9,0.2,1.3,0.1,42.1,8.9,3.6,1.1,32734,2018,
151,4501,1266,64.2,75.3,56.0,52.4,3.6,54.1,51.0,3.1,0.2,0.2,0.0,0.6,0.6,0.0,0.4,0.0,0.4,0.6,0.5,0.1,0.5,3.3,13.4,18.2,5.8,2.8,45169,2018,
152,4502,2686,61.7,79.9,46.2,39.4,6.8,4.8,34.9,5.9,0.5,0.4,0.1,2.7,2.4,0.3,0.5,0.3,0.2,1.8,1.5,0.2,2.5,0.8,29.2,12.7,7.1,1.5,3532,2018,
153,4504,1623,61.1,79.9,52.5,45.7,6.8,48.7,42.7,6.1,0.8,0.8,0.0,2.1,1.8,0.3,0.1,0.0,0.1,0.7,0.4,0.3,0.9,4.3,21.5,17.2,2.8,0.8,3621,2018,
154,4506,1247,68.3,86.2,67.4,65.3,2.1,62.7,61.4,1.4,1.2,1.1,0.1,1.5,1.2,0.3,0.3,0.2,0.1,1.7,1.4,0.2,0.5,0.8,16.5,11.4,2.3,1.1,56423,2018,
155,4509,2666,78.5,81.7,56.5,53.5,3.0,48.0,46.4,1.6,0.6,0.6,0.0,3.3,2.4,0.9,0.4,0.3,0.1,4.1,3.7,0.4,3.0,2.9,17.7,14.5,3.3,2.1,4449,2018,
156,4510,8936,69.8,85.1,54.7,5.5,4.2,48.5,45.3,3.1,0.6,0.5,0.1,2.6,2.2,0.4,0.4,0.3,0.1,2.7,2.2,0.5,1.7,2.1,25.5,1.3,4.4,1.2,42355,2018,
157,5004,4859,69.9,84.4,78.1,68.5,9.6,66.0,59.6,6.3,1.7,1.4,0.3,3.6,2.3,1.3,4.1,2.9,1.3,2.7,2.3,0.4,0.3,0.1,4.9,14.9,0.5,1.2,45184,2018,
158,5005,3123,64.3,82.9,73.7,58.6,15.1,53.0,42.6,1.4,0.8,0.6,0.2,8.3,6.0,2.3,7.4,5.6,1.8,4.1,3.7,0.4,0.7,0.0,6.7,15.4,1.3,2.1,29739,2018,
159,5006,2426,64.7,84.6,76.5,66.2,1.3,6.3,54.4,5.9,1.3,1.0,0.3,3.8,2.4,1.4,8.0,5.7,2.2,3.2,2.7,0.4,0.3,0.3,5.9,14.5,0.6,2.0,3639,2018,
160,5007,3889,64.6,77.6,61.7,5.2,11.5,5.3,41.8,8.5,2.7,2.3,0.4,3.4,2.1,1.3,2.9,2.1,0.8,2.4,1.9,0.5,0.8,0.2,13.4,18.5,3.5,1.8,35369,2018,
161,5009,3638,68.8,86.8,58.1,48.3,9.8,49.0,42.1,6.9,2.0,1.6,0.4,2.2,1.4,0.8,3.3,1.8,1.6,1.6,1.5,0.1,1.0,0.2,26.2,1.2,2.8,1.4,36468,2018,
162,5102,2229,78.1,89.5,19.2,15.6,3.6,17.7,14.6,3.0,0.1,0.1,0.0,0.9,0.6,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.5,0.1,68.2,3.8,6.5,1.7,32977,2018,
163,5109,1824,63.0,89.0,51.3,44.0,7.3,47.3,41.5,5.8,0.3,0.2,0.1,2.5,1.6,1.0,0.1,0.0,0.1,1.1,0.8,0.3,0.3,0.8,36.1,8.2,2.8,0.5,44561,2018,
164,5111,648,75.5,9.2,26.8,22.3,4.5,22.9,19.8,3.1,0.2,0.2,0.0,3.1,1.6,1.4,0.0,0.0,0.0,0.6,0.6,0.0,0.8,0.6,6.5,3.7,5.9,1.6,31191,2018,
165,5120,643,69.5,94.6,44.3,43.4,0.9,32.9,32.0,0.9,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,11.2,11.2,0.0,0.0,0.0,5.1,4.9,0.4,0.2,74496,2018,
166,5123,717,82.8,94.0,24.6,21.7,2.9,22.9,21.0,1.9,0.3,0.3,0.0,0.5,0.2,0.3,0.5,0.0,0.5,0.3,0.2,0.2,0.3,0.2,68.0,3.2,2.7,1.0,31674,2018,
167,5131,674,76.3,88.2,34.6,3.2,4.5,28.4,25.9,2.5,0.0,0.0,0.0,1.9,1.2,0.8,0.2,0.2,0.0,4.1,2.9,1.2,0.2,0.6,51.9,7.0,4.7,1.0,34665,2018,
168,5138,16885,66.4,9.8,84.9,81.4,3.5,82.8,79.6,3.2,0.2,0.2,0.0,0.9,0.7,0.2,0.1,0.1,0.0,0.8,0.7,0.1,0.2,0.6,4.3,8.7,0.4,0.9,56794,2018,
169,5201,599,64.6,92.8,75.4,72.6,2.8,71.9,69.6,2.4,1.2,1.1,0.0,1.0,0.8,0.2,0.2,0.2,0.1,1.0,1.0,0.1,0.2,0.5,15.8,6.4,0.7,1.0,6224,2018,
170,5202,27178,73.0,89.2,77.1,73.4,3.7,72.5,69.4,3.1,1.9,1.8,0.1,1.3,1.0,0.3,0.3,0.2,0.0,1.1,1.0,0.1,0.3,0.9,9.2,9.4,1.1,1.9,52149,2018,
171,5203,13463,79.5,89.7,63.8,61.0,2.8,6.7,58.4,2.3,0.5,0.5,0.0,1.0,0.8,0.2,0.1,0.1,0.0,1.6,1.3,0.3,0.1,0.3,24.2,8.3,1.9,1.4,51783,2018,
172,5206,923,69.1,89.8,78.5,75.5,3.0,74.1,72.1,2.0,0.9,0.6,0.3,1.4,0.9,0.5,0.8,0.8,0.0,1.3,1.1,0.2,0.5,0.6,8.9,8.9,1.1,1.4,52448,2018,
173,5207,1131,76.7,91.3,78.9,74.7,4.3,69.9,66.9,3.0,6.1,5.5,0.6,0.8,0.6,0.2,0.3,0.1,0.2,1.7,1.5,0.2,0.3,1.0,8.9,7.7,0.8,2.3,48851,2018,
174,5208,13461,77.7,87.3,75.4,73.6,2.0,72.1,7.6,1.5,1.2,1.1,0.1,1.1,1.0,0.1,0.2,0.1,0.0,1.0,0.9,0.1,0.1,0.5,1.1,11.1,1.3,1.2,55138,2018,
175,5209,2817,78.5,87.7,69.2,66.0,3.2,65.5,62.5,3.0,0.8,0.7,0.0,1.3,1.2,0.1,0.1,0.1,0.0,1.5,1.5,0.0,0.2,0.2,16.8,11.5,0.6,1.5,39784,2018,
176,5211,1881,82.3,85.7,74.4,71.2,3.2,69.2,66.8,2.4,1.5,1.4,0.1,1.3,1.0,0.3,0.3,0.1,0.2,2.1,1.9,0.3,0.8,0.8,8.5,12.7,1.4,1.4,5317,2018,
177,5212,3473,77.7,85.6,78.6,76.4,2.2,75.6,73.8,1.8,0.8,0.7,0.1,1.2,1.1,0.1,0.2,0.1,0.1,0.7,0.6,0.1,0.1,0.6,5.6,13.3,1.0,0.9,6156,2018,
178,5213,1353,74.6,83.9,7.8,69.1,1.7,67.4,65.9,1.5,0.5,0.4,0.1,1.4,1.4,0.0,0.3,0.3,0.0,1.2,1.1,0.1,0.1,0.3,11.2,14.9,0.9,1.9,57732,2018,
179,5214,11843,78.0,85.9,78.3,74.0,4.3,72.7,69.2,3.5,1.7,1.6,0.1,1.7,1.4,0.3,0.5,0.3,0.1,1.8,1.5,0.3,0.2,0.3,5.8,13.1,0.7,1.5,45539,2018,
180,5219,653,72.9,86.7,82.4,76.5,5.9,79.2,73.5,5.7,0.2,0.2,0.0,1.7,1.7,0.0,0.2,0.2,0.0,1.1,0.8,0.2,0.0,0.0,3.8,12.6,0.6,0.6,3873,2018,
181,5220,744,79.0,91.9,88.6,87.1,1.5,85.4,83.8,1.5,0.7,0.7,0.0,1.9,1.9,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.7,1.9,8.0,0.0,0.9,5947,2018,
182,5203,674,76.3,88.2,34.6,3.2,4.5,28.4,25.9,2.5,0.0,0.0,0.0,1.9,1.2,0.8,0.2,0.2,0.0,4.1,2.9,1.2,0.2,0.6,51.9,7.0,4.7,1.0,34665,2018,
183,5205,16885,66.4,9.8,84.9,81.4,3.5,82.8,79.6,3.2,0.2,0.2,0.0,0.9,0.7,0.2,0.1,0.1,0.0,0.8,0.7,0.1,0.2,0.6,4.3,8.7,0.4,0.9,56794,2018,
184,0101,1899,67.7,87.0,74.1,71.1,3.0,65.2,63.1,2.2,4.0,3.9,0.2,1.9,1.9,0.1,0.6,0.6,0.0,2.3,1.6,0.6,0.2,0.5,11.7,11.6,1.3,0.6,47358,2020,
185,0110,562,75.6,87.9,42.4,38.6,3.8,37.9,35.5,2.4,0.2,0.0,0.2,2.1,1.6,0.5,0.2,0.0,0.2,1.9,1.4,0.5,0.0,0.0,44.5,1.4,1.6,1.2,48834,2020,
186,0907,2536,66.9,74.9,62.2,5.5,11.7,53.9,44.8,9.1,1.9,1.6,0.4,2.0,1.4,0.6,3.0,2.0,1.0,1.4,0.7,0.6,0.2,0.5,1.6,22.9,1.8,1.9,43882,2020,
187,0909,5321,67.4,81.5,68.3,61.7,6.6,61.8,56.9,5.0,1.0,0.9,0.1,2.5,1.9,0.5,1.0,0.8,0.2,2.0,1.3,0.8,0.6,0.6,11.2,17.5,0.8,0.9,4333,2020,
188,1107,1476,62.4,85.3,69.6,67.0,2.7,66.2,64.3,1.9,0.6,0.6,0.0,1.5,1.0,0.5,0.3,0.2,0.1,1.0,0.9,0.1,0.3,0.5,14.3,13.8,0.8,0.7,85766,2020,
189,1110,1791,64.5,86.5,75.1,71.2,3.9,71.8,68.4,3.4,0.7,0.6,0.1,1.9,1.6,0.3,0.3,0.3,0.0,0.3,0.3,0.1,0.1,1.4,8.8,12.6,0.7,1.3,5932,2020,
190,1508,984,69.7,81.0,68.1,65.7,2.3,65.5,63.6,1.9,0.6,0.6,0.0,0.9,0.6,0.3,0.3,0.3,0.0,0.9,0.7,0.1,0.0,1.5,1.5,17.3,1.5,1.2,658,2020,
191,1515,578,63.7,0.0,75.8,73.6,2.2,72.6,71.2,1.4,0.5,0.5,0.0,1.4,1.4,0.0,0.0,0.0,0.0,1.4,0.5,0.8,0.5,1.6,9.8,1.6,1.1,0.5,67621,2020,
192,1901,613,63.5,74.1,48.1,44.5,3.6,46.3,43.4,2.8,0.5,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.3,0.8,0.5,0.3,1.3,0.3,23.1,17.7,7.7,1.8,42899,2020,
193,1905,932,67.5,84.6,36.4,3.8,5.6,31.0,27.8,3.2,1.0,0.5,0.5,3.0,1.4,1.6,0.2,0.2,0.0,1.3,1.0,0.3,0.6,1.3,45.5,11.8,3.5,1.0,37441,2020,
194,1907,3534,63.8,74.3,44.3,39.1,5.1,41.8,37.3,4.6,0.6,0.5,0.1,0.7,0.4,0.3,0.3,0.3,0.0,0.8,0.6,0.2,1.1,0.2,27.5,15.7,9.5,1.7,34646,2020,
195,1909,743,76.4,69.6,63.9,58.1,5.8,59.0,54.6,4.4,2.1,1.6,0.5,1.1,0.5,0.5,1.1,0.9,0.2,0.7,0.5,0.2,0.2,0.0,4.4,27.6,2.3,1.6,43698,2020,
196,3105,1469,67.7,83.0,49.8,42.6,7.2,45.3,39.1,6.2,0.8,0.6,0.2,1.6,1.1,0.5,0.4,0.2,0.2,1.7,1.5,0.2,0.5,0.6,31.0,9.0,7.8,1.2,37725,2020,
197,5102,2888,64.6,85.7,17.3,13.5,3.8,15.6,12.5,3.1,0.1,0.0,0.1,1.2,0.8,0.4,0.2,0.1,0.2,0.2,0.1,0.1,0.8,0.3,65.9,5.8,8.2,1.7,34517,2020,
198,5107,1718,73.6,82.5,66.6,64.2,2.5,64.5,62.3,2.1,0.6,0.5,0.2,0.8,0.7,0.1,0.0,0.0,0.0,0.7,0.6,0.1,0.3,2.1,11.3,12.8,4.2,2.7,43155,2020,
199,5109,1368,64.4,84.7,44.3,38.1,6.1,42.1,36.3,5.8,0.3,0.3,0.0,1.2,1.0,0.2,0.0,0.0,0.0,0.6,0.5,0.1,0.0,2.3,37.7,11.4,3.9,0.6,57525,2020,
200,5201,6476,69.3,87.2,76.5,72.9,3.7,72.7,69.9,2.8,1.6,1.4,0.2,1.1,0.8,0.3,0.3,0.2,0.1,0.9,0.6,0.3,0.3,0.3,9.6,11.2,1.5,0.6,59231,2020,
201,5202,2645,65.2,85.1,71.4,67.5,3.9,67.3,64.2,3.1,1.5,1.4,0.2,1.3,1.0,0.3,0.2,0.2,0.1,1.0,0.8,0.2,0.2,1.3,1.9,13.2,1.4,1.6,54392,2020,
202,5203,12895,71.6,9.3,6.5,56.4,4.1,55.9,53.6,2.3,0.3,0.3,0.0,0.9,0.7,0.2,0.2,0.2,0.0,3.2,1.7,1.5,0.1,0.8,27.7,7.9,1.6,1.3,5489,2020,
203,5205,567,61.9,91.1,78.9,56.1,22.8,59.5,53.8,5.7,0.3,0.3,0.0,1.7,1.1,0.6,0.9,0.6,0.3,16.5,0.3,16.2,0.9,0.3,1.8,8.0,0.9,0.3,441,2020,
204,5206,847,61.2,81.6,55.0,5.4,4.6,51.0,47.7,3.3,0.8,0.6,0.2,1.9,1.2,0.8,0.6,0.4,0.2,0.8,0.6,0.2,0.8,0.8,23.2,16.4,1.5,2.3,5725,2020,
205,5208,15535,67.6,87.2,72.3,68.6,3.8,67.6,65.7,1.9,1.1,1.1,0.0,1.0,0.8,0.2,0.2,0.2,0.0,2.4,0.8,1.6,0.1,0.8,12.5,11.0,1.5,1.7,59627,2020,
206,5211,1799,72.8,82.3,64.4,59.5,4.9,59.3,56.2,3.1,0.9,0.9,0.0,1.6,1.1,0.5,0.1,0.0,0.1,2.4,1.2,1.2,0.5,0.9,15.1,15.3,2.0,1.8,5236,2020,
207,5213,2949,65.2,84.6,68.5,65.3,3.2,64.4,61.9,2.5,0.9,0.8,0.1,1.2,1.0,0.2,0.2,0.2,0.0,1.8,1.4,0.4,0.2,0.3,14.2,13.6,1.5,1.7,63233,2020,
208,5214,13393,67.7,8.9,69.7,64.1,5.7,64.6,6.9,3.7,1.4,1.2,0.2,1.3,0.9,0.5,0.5,0.3,0.1,1.9,0.8,1.2,0.2,0.5,9.4,17.5,1.3,1.3,4861,2020,
209,5215,612,67.5,83.4,72.2,67.3,4.8,65.9,63.4,2.4,2.7,2.4,0.2,0.7,0.7,0.0,0.2,0.2,0.0,2.7,0.5,2.2,0.0,0.7,9.7,14.8,1.7,1.0,5631,2020,
210,5220,672,61.6,94.4,91.5,9.8,0.7,86.7,86.2,0.5,1.2,1.2,0.0,1.9,1.7,0.2,0.2,0.2,0.0,1.4,1.4,0.0,0.0,1.0,1.7,5.6,0.0,0.2,61249,2020,
211,109,1768,66.2,85.0,49.4,44.1,5.3,44.4,4.0,4.4,1.8,1.8,0.0,2.0,1.3,0.7,0.1,0.1,0.0,1.2,0.9,0.3,0.3,0.4,34.0,1.3,4.7,0.9,3631,2021,15.0
212,111,565,66.9,84.5,67.7,63.2,4.5,59.3,55.8,3.4,4.2,3.7,0.5,2.9,2.4,0.5,0.5,0.5,0.0,0.8,0.8,0.0,0.5,0.0,15.3,14.0,1.3,1.1,4454,2021,15.3
213,501,1158,66.5,81.3,55.3,48.4,6.9,47.1,41.6,5.6,1.6,1.4,0.1,3.1,2.6,0.5,0.9,0.6,0.3,2.6,2.2,0.4,1.2,1.0,22.5,13.2,5.1,1.7,46499,2021,18.3
214,904,3969,65.4,85.8,7.5,61.7,8.9,61.1,55.8,5.2,0.7,0.5,0.2,2.7,1.8,0.9,1.9,1.1,0.8,4.2,2.5,1.7,0.3,0.4,13.9,13.4,0.8,0.8,445,2021,14.1
215,907,2487,67.8,85.9,71.7,6.9,1.8,63.1,55.1,8.0,1.4,1.2,0.2,2.6,1.6,0.9,3.5,2.3,1.2,1.1,0.7,0.4,0.1,0.2,12.8,12.8,1.1,1.4,46222,2021,13.9
216,1102,859,67.4,82.4,71.8,69.9,1.9,66.5,65.5,1.0,0.7,0.7,0.0,1.9,1.4,0.5,0.2,0.2,0.0,2.6,2.2,0.3,0.0,0.2,9.7,14.7,2.8,0.9,9193,2021,17.4
217,1104,571,84.8,88.9,72.9,66.3,6.6,68.4,62.6,5.8,0.8,0.8,0.0,2.5,1.7,0.8,0.0,0.0,0.0,1.2,1.2,0.0,0.0,0.6,14.7,1.7,0.2,0.8,6797,2021,11.0
218,1402,1582,72.9,82.5,49.4,48.8,0.6,47.0,46.5,0.5,0.4,0.4,0.0,0.8,0.7,0.1,0.1,0.1,0.0,1.1,1.1,0.0,0.0,3.0,29.4,16.5,1.0,0.7,71189,2021,17.4
219,1405,2655,69.9,87.6,53.0,51.3,1.7,5.0,48.5,1.5,0.3,0.3,0.1,1.7,1.5,0.2,0.1,0.1,0.0,0.9,0.9,0.0,0.1,0.5,33.2,9.9,2.4,0.9,65384,2021,12.3
220,1407,3433,74.1,83.5,65.4,64.3,1.2,63.3,62.5,0.8,0.2,0.2,0.0,1.1,0.8,0.3,0.0,0.0,0.0,0.8,0.7,0.1,0.0,0.4,17.1,15.7,0.8,0.6,799,2021,16.5
221,1408,4238,69.2,89.1,7.4,69.0,1.4,67.3,66.2,1.1,0.4,0.4,0.0,1.1,1.0,0.1,0.2,0.1,0.1,1.4,1.3,0.1,0.1,1.7,16.5,9.9,0.9,0.6,61314,2021,1.8
222,1410,546,61.1,85.5,66.7,65.2,1.4,64.1,63.0,1.1,0.6,0.6,0.0,0.9,0.8,0.2,0.2,0.1,0.1,0.8,0.7,0.1,0.1,0.9,17.2,13.6,0.8,0.8,78148,2021,14.4
223,1419,9791,69.6,85.6,67.7,66.4,1.3,64.9,63.9,1.0,0.6,0.6,0.0,1.4,1.3,0.1,0.1,0.1,0.1,0.7,0.6,0.2,0.1,1.6,15.5,13.5,0.7,0.9,67744,2021,14.2
224,1510,529,68.1,93.6,9.3,89.7,0.6,83.9,83.3,0.6,1.4,1.4,0.0,2.8,2.8,0.0,0.8,0.8,0.0,1.4,1.4,0.0,0.0,1.9,0.6,6.4,0.0,0.8,62491,2021,6.4
225,1609,2277,62.4,82.2,52.6,45.7,6.9,46.8,42.0,4.8,0.5,0.4,0.1,3.5,2.0,1.5,0.4,0.2,0.1,1.5,1.1,0.4,1.4,0.6,26.3,11.7,5.8,1.5,44127,2021,17.5
