,cip_code,earnings.highest.1_yr.male_median_earnings,earnings.highest.1_yr.nonmale_median_earnings,earnings.highest.1_yr.overall_median_earnings,earnings.highest.3_yr.male_median_earnings,earnings.highest.3_yr.nonmale_median_earnings,earnings.highest.2_yr.overall_median_earnings,CIPCode,CIPTitle
326,50.04,31542.31409090909,32890.08864052614,31556.952495512345,39384.53247126437,38320.28239707341,32543.09676694513,50.04,Design and Applied Arts.
327,50.05,24539.92976190476,22620.20477327684,23183.218364724944,30797.66377091377,28942.633166666663,23131.915168586675,50.05,Drama/Theatre Arts and Stagecraft.
328,50.06,23610.92983333333,24766.75890613452,24093.411174242425,30749.22453703704,30776.65,25392.289716748768,50.06,Film/Video and Photographic Arts.
329,50.07,25297.23006535948,25206.34407281431,24880.42059253303,32483.35108633505,30505.27006974507,25829.76482988841,50.07,Fine and Studio Arts.
330,50.09,26578.84028182702,27239.384552845528,26487.706814574314,30728.661373015875,31979.584620596204,29057.921471949103,50.09,Music.
331,50.10,24807.245098039217,33139.805555555555,33017.9447368421,36184.944444444445,43401.37698412698,30985.681944444445,50.10,"Arts, Entertainment,and Media Management."
332,50.99,30778.0,39460.625,28007.571428571428,38304.9,36772.125,26595.097222222223,50.99,"Visual and Performing Arts, Other."
333,51.00,43216.79635416667,37679.52276785715,37185.79327566964,47357.92,41656.080128205125,36310.33309397833,51.00,"Health Services/Allied Health/Health Sciences, General."
334,51.01,43793.31818181818,38467.40909090909,40916.6875,49358.25,36387.0,40925.66666666666,51.01,Chiropractic.
335,51.02,43222.0,49309.39819950921,49104.890069745066,55440.0,55755.951785714286,49404.10348377256,51.02,Communication Disorders Sciences and Services.
336,51.04,106007.98188405798,100294.05319148937,102089.81914893616,135791.38518518518,124690.07608695651,108639.54891304349,51.04,Dentistry.
337,51.05,209328.9,160834.375,181610.57894736843,206588.16666666663,170236.88888888888,187058.1481481481,51.05,Advanced/Graduate Dentistry and Oral Sciences.
338,51.06,45327.583333333336,46805.08442150298,46986.80443638393,32246.2,49529.955965181776,45576.51602492559,51.06,Dental Support Services and Allied Professions.
339,51.07,56388.00246244331,40934.5078827836,42888.81644165809,64371.6794148477,43650.74521064204,42860.24268143764,51.07,Health and Medical Administrative Services.
340,51.08,43054.89296066253,34056.92370395127,35700.67394472358,44026.86927083333,35135.663964752566,37425.31783143204,51.08,Allied Health and Medical Assisting Services.
341,51.09,77031.18000287472,60001.5979725742,58586.22998024591,78642.47276800261,61150.01173807536,55238.38847359856,51.09,"Allied Health Diagnostic, Intervention, and Treatment Professions."
342,51.10,52006.71875,49446.03647798741,49398.901436781605,54625.73333333333,50520.661458333336,49826.29045755171,51.10,Clinical/Medical Laboratory Science/Research and Allied Professions.
343,51.11,33388.46428571428,29430.384444444444,27867.333783783783,49164.625,43331.85555555556,31026.732456140347,51.11,Health/Medical Preparatory Programs.
344,51.12,57331.90862573099,57549.942251462,57450.241228070176,68166.49484848486,66344.09035087719,57551.82007936508,51.12,Medicine.
345,51.14,,147112.0,112308.83333333331,105435.33333333331,128415.0,131486.66666666666,51.14,Medical Clinical Sciences/Graduate Medical Studies.
346,51.15,42433.89333333333,39326.213443223445,39720.844333213085,46254.59821428572,40427.23805143269,38421.99867660117,51.15,Mental and Social Health Services and Allied Professions.
347,51.16,,,,63811.0,56337.0,59272.5,,
348,51.17,97077.88888888888,83245.76315789473,88463.0,116049.58333333331,104006.86111111112,95453.13157894736,51.17,Optometry.
349,51.18,53076.0,38394.71428571428,39114.6,,38987.0,37712.81818181818,51.18,Ophthalmic and Optometric Support Services and Allied Professions.
350,51.19,54835.12666666667,55172.31333333333,54989.68,77411.55303030304,72295.81818181818,,51.19,Osteopathic Medicine/Osteopathy.
351,51.20,107588.5731818182,94289.5615497076,98146.91710526316,125161.9238095238,119213.76125730996,107788.60014124292,51.20,"Pharmacy, Pharmaceutical Sciences, and Administration."
352,51.21,53641.0,55525.375,54453.375,67464.3125,65578.57142857143,,51.21,Podiatric Medicine/Podiatry.
353,51.22,51987.06717687075,41029.98655372405,42962.61206067712,60356.31458333334,48586.88155092592,44582.59285849422,51.22,Public Health.
354,51.23,71025.31785052911,61614.13156001984,60785.23689029431,75486.27901785714,65447.29111552028,60873.977276162994,51.23,Rehabilitation and Therapeutic Professions.
355,51.24,81065.23913043478,79517.625,80143.46428571429,98746.54347826086,87997.68518518518,,51.24,Veterinary Medicine.
356,51.25,51890.0,50436.1,52160.91666666666,117534.0,66955.0,,51.25,Veterinary Biomedical and Clinical Sciences.
357,51.26,,,27488.0,,,,51.26,Health Aides/Attendants/Orderlies.
358,51.27,74875.0,72704.78125,70428.45833333333,78478.0,77760.71428571429,70534.07894736843,51.27,Medical Illustration and Informatics.
359,51.31,33159.0,38760.046747967484,38003.083333333336,50865.8,43707.995039682544,38607.48138297872,51.31,Dietetics and Clinical Nutrition Services.
360,51.32,,,27334.0,,,77576.61011904762,51.32,Bioethics/Medical Ethics.
361,51.33,36998.5,28180.61111111112,32339.283333333333,40182.55555555556,24303.61111111111,26007.338888888888,51.33,Alternative and Complementary Medicine and Medical Systems.
362,51.34,,40194.0,40302.0,,,,51.34,Alternative and Complementary Medical Support Services.
363,51.35,20889.0,21887.125,21194.666666666668,25223.0,19267.394736842107,20946.37037037037,51.35,Somatic Bodywork and Related Therapeutic Services.
364,51.36,,41082.0,36496.5,,41315.0,34078.666666666664,51.36,Movement and Mind-Body Therapies and Education.
365,51.37,,,,,,29685.0,51.37,Energy and Biologically Based Therapies.
366,51.38,77806.16268381332,67921.84492933442,69168.97314217151,80973.11070738273,69873.26123286359,68497.09033361114,51.38,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing."
367,51.39,42149.07142857143,36442.95185786436,36481.08285502812,39099.549019607846,38284.37857142858,36252.151400162336,51.39,"Practical Nursing, Vocational Nursing and Nursing Assistants."
368,51.99,45756.5,39718.30952380952,41676.11837606838,46301.8125,45734.50714285715,44435.839375,51.99,"Health Professions and Related Clinical Sciences, Other."
369,52.01,51746.20579117064,44635.73031684028,45260.27756604506,58355.69918464782,49516.13260422304,44315.11710984922,52.01,"Business/Commerce, General."
370,52.02,54576.399536833575,47828.5009464515,48290.86935128432,60393.64068770009,51189.14379874421,48110.942130208,52.02,"Business Administration, Management and Operations."
371,52.03,51454.96733349297,48625.80084134454,48363.03958582375,59561.65855502031,53588.0439461042,47450.491882370494,52.03,Accounting and Related Services.
372,52.04,40235.5,25094.759615384617,25947.323717948715,26321.0,26062.3625,25759.09702380952,52.04,Business Operations Support and Assistant Services.
373,52.05,42349.2,40997.3,43862.92307692308,45914.2,51275.0625,42119.26470588235,52.05,Business/Corporate Communications.
374,52.06,47178.18939393939,47156.30625,49734.72425474255,59410.06221198157,59415.3,51823.917830086575,52.06,Business/Managerial Economics.
375,52.07,47402.40625,47095.17647058824,43659.00625,57554.08024691358,58790.4,44028.53,52.07,Entrepreneurial and Small Business Operations.
376,52.08,53149.36880465991,51608.43576531975,52369.43620518371,64735.45634920635,61695.63244047619,53561.789004329,52.08,Finance and Financial Management Services.
377,52.09,39382.07642276423,35191.775862068964,35698.239769975786,45877.65,39481.682780612246,34294.31131928181,52.09,Hospitality Administration/Management.
378,52.10,56732.14551820728,49609.907340185615,50733.63884253904,60909.69915041488,53723.50811072821,50361.90760391389,52.10,Human Resources Management and Services.
379,52.11,52194.191287878784,46536.856770833336,48956.13384353741,62719.59375,56285.06696428572,49975.61014109347,52.11,International Business.
380,52.12,57874.57528543581,55171.304138322,56097.79546296296,66966.66543367346,59664.26749226006,57364.61109942936,52.12,Management Information Systems and Services.
381,52.13,68980.35578231292,60097.21511627907,64422.1153508772,75562.95291666666,66105.26904761905,61924.96935626102,52.13,Management Sciences and Quantitative Methods.
382,52.14,43425.92503893813,42402.7205980131,42535.93047332653,52401.57378472222,49565.349526729886,42444.23375628645,52.14,Marketing.
383,52.15,67664.05416666667,70175.5,63657.4,75316.31944444445,55320.0,66557.23106060606,52.15,Real Estate.
384,52.16,80832.0,77577.375,77199.72916666667,96269.36363636365,87148.05555555556,75031.99275362318,52.16,Taxation.
385,52.17,54314.16666666666,55827.9375,57485.882352941175,63451.36363636364,66299.33333333333,57624.970588235294,52.17,Insurance.
386,52.18,54492.94117647059,48233.88461538462,47775.52083333333,61855.57142857143,47445.208333333336,43002.23774509804,52.18,"General Sales, Merchandising and Related Marketing Operations."
387,52.19,44354.0,35433.53333333333,35086.198198198195,50033.0,39792.384259259255,35326.83645833333,52.19,"Specialized Sales, Merchandising and  Marketing Operations."
388,52.20,66328.5380952381,,65930.02380952382,74789.20707070708,,65833.76126126126,52.20,Construction Management.
389,52.21,,,,,,,52.21,Telecommunications Management.
390,52.99,56591.48181818182,46988.18421052631,51599.97285714286,59543.11111111111,51958.659420289856,50789.83817829457,52.99,"Business, Management, Marketing, and Related Support Services, Other."
391,53.01,49366.0,39490.0,41979.0,70468.0,53913.0,41565.0,53.01,High School/Secondary Diploma Programs.
392,53.02,,,,,,,53.02,High School/Secondary Certificate Programs.
393,54.01,32304.89615281141,29057.191554357592,30461.56551402845,39595.9432834407,36293.63876869658,30286.12462378647,54.01,History.
394,60.01,158924.0,,190365.5,184245.0,,182336.3333333333,60.01,Dental Residency Programs.
395,60.03,,,,,,,60.03,Veterinary Residency Programs.
396,60.04,,,,,,,60.04,Medical Residency Programs - General Certificates.
397,60.05,,,,,,,60.05,Medical Residency Programs - Subspecialty Certificates.
398,61.26,,,,,,,,
